Navn;Stasjon;Tid(norsk normaltid);Homogenisert middeltemperatur (mnd);Homogenisert middeltemperatur, avvik fra normalen 19611990 (mnd)
Ørland Iii;SN71550;jan.56;-1,1;0,4
Ørland Iii;SN71550;feb.56;-3,6;3,3
Ørland Iii;SN71550;mar.56;1,6;0,2
Ørland Iii;SN71550;apr.56;3,1;1
Ørland Iii;SN71550;mai.56;8;0,7
Ørland Iii;SN71550;jun.56;9,8;1,6
Ørland Iii;SN71550;jul.56;12,6;0,1
Ørland Iii;SN71550;aug.56;11,4;1,5
Ørland Iii;SN71550;sep.56;9,6;0,3
Ørland Iii;SN71550;okt.56;6,1;0,8
Ørland Iii;SN71550;nov.56;1,5;1,1
Ørland Iii;SN71550;des.56;1,6;1,1
Ørland Iii;SN71550;jan.57;1,7;2,4
Ørland Iii;SN71550;feb.57;-1,2;0,9
Ørland Iii;SN71550;mar.57;0,9;0,5
Ørland Iii;SN71550;apr.57;4;0,1
Ørland Iii;SN71550;mai.57;6,4;2,3
Ørland Iii;SN71550;jun.57;8,8;2,6
Ørland Iii;SN71550;jul.57;13,6;0,9
Ørland Iii;SN71550;aug.57;12,2;0,7
Ørland Iii;SN71550;sep.57;9,3;0,6
Ørland Iii;SN71550;okt.57;6,2;0,7
Ørland Iii;SN71550;nov.57;4,1;1,5
Ørland Iii;SN71550;des.57;0,9;0,4
Ørland Iii;SN71550;jan.58;-2,2;1,5
Ørland Iii;SN71550;feb.58;-4,9;4,6
Ørland Iii;SN71550;mar.58;-3,8;5,2
Ørland Iii;SN71550;apr.58;3,5;0,6
Ørland Iii;SN71550;mai.58;6,9;1,8
Ørland Iii;SN71550;jun.58;10,5;0,9
Ørland Iii;SN71550;jul.58;11,8;0,9
Ørland Iii;SN71550;aug.58;14;1,1
Ørland Iii;SN71550;sep.58;11,9;2
Ørland Iii;SN71550;okt.58;8,9;2
Ørland Iii;SN71550;nov.58;6,3;3,7
Ørland Iii;SN71550;des.58;-0,6;1,1
Ørland Iii;SN71550;jan.59;-3,3;2,6
Ørland Iii;SN71550;feb.59;2,7;3
Ørland Iii;SN71550;mar.59;4,6;3,2
Ørland Iii;SN71550;apr.59;5,3;1,2
Ørland Iii;SN71550;mai.59;7,6;1,1
Ørland Iii;SN71550;jun.59;11,1;0,3
Ørland Iii;SN71550;jul.59;13;0,3
Ørland Iii;SN71550;aug.59;13,3;0,4
Ørland Iii;SN71550;sep.59;9,9;0
Ørland Iii;SN71550;okt.59;7,5;0,6
Ørland Iii;SN71550;nov.59;5;2,4
Ørland Iii;SN71550;des.59;1,5;1
Ørland Iii;SN71550;jan.60;-2,1;1,4
Ørland Iii;SN71550;feb.60;-2;1,7
Ørland Iii;SN71550;mar.60;3;1,6
Ørland Iii;SN71550;apr.60;5,3;1,2
Ørland Iii;SN71550;mai.60;8,5;0,2
Ørland Iii;SN71550;jun.60;10,9;0,5
Ørland Iii;SN71550;jul.60;14;1,3
Ørland Iii;SN71550;aug.60;13,5;0,6
Ørland Iii;SN71550;sep.60;11;1,1
Ørland Iii;SN71550;okt.60;3,5;3,4
Ørland Iii;SN71550;nov.60;2,4;0,2
Ørland Iii;SN71550;des.60;-0,1;0,6
Ørland Iii;SN71550;jan.61;-0,5;0,2
Ørland Iii;SN71550;feb.61;2,1;2,4
Ørland Iii;SN71550;mar.61;2,8;1,4
Ørland Iii;SN71550;apr.61;3,7;0,4
Ørland Iii;SN71550;mai.61;8,1;0,6
Ørland Iii;SN71550;jun.61;11,2;0,2
Ørland Iii;SN71550;jul.61;12,9;0,2
Ørland Iii;SN71550;aug.61;12,6;0,3
Ørland Iii;SN71550;sep.61;11,7;1,8
Ørland Iii;SN71550;okt.61;10;3,1
Ørland Iii;SN71550;nov.61;5,3;2,7
Ørland Iii;SN71550;des.61;-0,4;0,9
Ørland Iii;SN71550;jan.62;0,4;1,1
Ørland Iii;SN71550;feb.62;0,3;0,6
Ørland Iii;SN71550;mar.62;-2,5;3,9
Ørland Iii;SN71550;apr.62;3,7;0,4
Ørland Iii;SN71550;mai.62;7,3;1,4
Ørland Iii;SN71550;jun.62;9,3;2,1
Ørland Iii;SN71550;jul.62;11,5;1,2
Ørland Iii;SN71550;aug.62;12,1;0,8
Ørland Iii;SN71550;sep.62;9,9;0
Ørland Iii;SN71550;okt.62;7,6;0,7
Ørland Iii;SN71550;nov.62;1,9;0,7
Ørland Iii;SN71550;des.62;-0,3;0,8
Ørland Iii;SN71550;jan.63;-1;0,3
Ørland Iii;SN71550;feb.63;-3,1;2,8
Ørland Iii;SN71550;mar.63;0,2;1,2
Ørland Iii;SN71550;apr.63;5,4;1,3
Ørland Iii;SN71550;mai.63;10,3;1,6
Ørland Iii;SN71550;jun.63;11,9;0,5
Ørland Iii;SN71550;jul.63;11,8;0,9
Ørland Iii;SN71550;aug.63;15,1;2,2
Ørland Iii;SN71550;sep.63;10,7;0,8
Ørland Iii;SN71550;okt.63;7,5;0,6
Ørland Iii;SN71550;nov.63;1,6;1
Ørland Iii;SN71550;des.63;2,1;1,6
Ørland Iii;SN71550;jan.64;2,8;3,5
Ørland Iii;SN71550;feb.64;-0,2;0,1
Ørland Iii;SN71550;mar.64;2,6;1,2
Ørland Iii;SN71550;apr.64;5,4;1,3
Ørland Iii;SN71550;mai.64;8,8;0,1
Ørland Iii;SN71550;jun.64;10;1,4
Ørland Iii;SN71550;jul.64;11,8;0,9
Ørland Iii;SN71550;aug.64;11,9;1
Ørland Iii;SN71550;sep.64;8,7;1,2
Ørland Iii;SN71550;okt.64;7,5;0,6
Ørland Iii;SN71550;nov.64;3,1;0,5
Ørland Iii;SN71550;des.64;1,1;0,6
Ørland Iii;SN71550;jan.65;-1;0,3
Ørland Iii;SN71550;feb.65;0,5;0,8
Ørland Iii;SN71550;mar.65;0,8;0,6
Ørland Iii;SN71550;apr.65;5,7;1,6
Ørland Iii;SN71550;mai.65;7,2;1,5
Ørland Iii;SN71550;jun.65;11,5;0,1
Ørland Iii;SN71550;jul.65;10,7;2
Ørland Iii;SN71550;aug.65;11,4;1,5
Ørland Iii;SN71550;sep.65;11,9;2
Ørland Iii;SN71550;okt.65;7,9;1
Ørland Iii;SN71550;nov.65;0,4;2,2
Ørland Iii;SN71550;des.65;-3,6;4,1
Ørland Iii;SN71550;jan.66;-3,6;2,9
Ørland Iii;SN71550;feb.66;-6,3;6
Ørland Iii;SN71550;mar.66;-0,3;1,7
Ørland Iii;SN71550;apr.66;1,8;2,3
Ørland Iii;SN71550;mai.66;7,4;1,3
Ørland Iii;SN71550;jun.66;13,2;1,8
Ørland Iii;SN71550;jul.66;12;0,7
Ørland Iii;SN71550;aug.66;12,3;0,6
Ørland Iii;SN71550;sep.66;8,6;1,3
Ørland Iii;SN71550;okt.66;5,9;1
Ørland Iii;SN71550;nov.66;1,8;0,8
Ørland Iii;SN71550;des.66;0,7;0,2
Ørland Iii;SN71550;jan.67;-2,7;2
Ørland Iii;SN71550;feb.67;1,2;1,5
Ørland Iii;SN71550;mar.67;2,4;1
Ørland Iii;SN71550;apr.67;3,3;0,8
Ørland Iii;SN71550;mai.67;8,9;0,2
Ørland Iii;SN71550;jun.67;10,3;1,1
Ørland Iii;SN71550;jul.67;12,3;0,4
Ørland Iii;SN71550;aug.67;12,5;0,4
Ørland Iii;SN71550;sep.67;11,9;2
Ørland Iii;SN71550;okt.67;6,3;0,6
Ørland Iii;SN71550;nov.67;5,1;2,5
Ørland Iii;SN71550;des.67;-1,3;1,8
Ørland Iii;SN71550;jan.68;-1,6;0,9
Ørland Iii;SN71550;feb.68;-0,8;0,5
Ørland Iii;SN71550;mar.68;1,1;0,3
Ørland Iii;SN71550;apr.68;4,3;0,2
Ørland Iii;SN71550;mai.68;6,6;2,1
Ørland Iii;SN71550;jun.68;11,8;0,4
Ørland Iii;SN71550;jul.68;12,3;0,4
Ørland Iii;SN71550;aug.68;12,1;0,8
Ørland Iii;SN71550;sep.68;10,6;0,7
Ørland Iii;SN71550;okt.68;4,3;2,6
Ørland Iii;SN71550;nov.68;0;2,6
Ørland Iii;SN71550;des.68;0,8;0,3
Ørland Iii;SN71550;jan.69;-0,2;0,5
Ørland Iii;SN71550;feb.69;-3,5;3,2
Ørland Iii;SN71550;mar.69;-0,8;2,2
Ørland Iii;SN71550;apr.69;5,1;1
Ørland Iii;SN71550;mai.69;8;0,7
Ørland Iii;SN71550;jun.69;13,2;1,8
Ørland Iii;SN71550;jul.69;13,2;0,5
Ørland Iii;SN71550;aug.69;16,3;3,4
Ørland Iii;SN71550;sep.69;9,1;0,8
Ørland Iii;SN71550;okt.69;7,1;0,2
Ørland Iii;SN71550;nov.69;0,1;2,5
Ørland Iii;SN71550;des.69;-0,9;1,4
Ørland Iii;SN71550;jan.70;-2,9;2,2
Ørland Iii;SN71550;feb.70;-4,6;4,3
Ørland Iii;SN71550;mar.70;0,5;0,9
Ørland Iii;SN71550;apr.70;2,9;1,2
Ørland Iii;SN71550;mai.70;9;0,3
Ørland Iii;SN71550;jun.70;13;1,6
Ørland Iii;SN71550;jul.70;12,5;0,2
Ørland Iii;SN71550;aug.70;13,3;0,4
Ørland Iii;SN71550;sep.70;9,7;0,2
Ørland Iii;SN71550;okt.70;6,8;0,1
Ørland Iii;SN71550;nov.70;0,3;2,3
Ørland Iii;SN71550;des.70;2,3;1,8
Ørland Iii;SN71550;jan.71;1,1;1,8
Ørland Iii;SN71550;feb.71;0,9;1,2
Ørland Iii;SN71550;mar.71;-1,1;2,5
Ørland Iii;SN71550;apr.71;3,7;0,4
Ørland Iii;SN71550;mai.71;9,5;0,8
Ørland Iii;SN71550;jun.71;10,3;1,1
Ørland Iii;SN71550;jul.71;12,4;0,3
Ørland Iii;SN71550;aug.71;12,3;0,6
Ørland Iii;SN71550;sep.71;9,5;0,4
Ørland Iii;SN71550;okt.71;6,1;0,8
Ørland Iii;SN71550;nov.71;1,1;1,5
Ørland Iii;SN71550;des.71;3,5;3
Ørland Iii;SN71550;jan.72;-2;1,3
Ørland Iii;SN71550;feb.72;0,5;0,8
Ørland Iii;SN71550;mar.72;2,9;1,5
Ørland Iii;SN71550;apr.72;4,6;0,5
Ørland Iii;SN71550;mai.72;9,4;0,7
Ørland Iii;SN71550;jun.72;12,9;1,5
Ørland Iii;SN71550;jul.72;14,4;1,7
Ørland Iii;SN71550;aug.72;12,7;0,2
Ørland Iii;SN71550;sep.72;8,7;1,2
Ørland Iii;SN71550;okt.72;6,5;0,4
Ørland Iii;SN71550;nov.72;2,7;0,1
Ørland Iii;SN71550;des.72;4,1;3,6
Ørland Iii;SN71550;jan.73;3,5;4,2
Ørland Iii;SN71550;feb.73;-0,2;0,1
Ørland Iii;SN71550;mar.73;4;2,6
Ørland Iii;SN71550;apr.73;2,5;1,6
Ørland Iii;SN71550;mai.73;8,1;0,6
Ørland Iii;SN71550;jun.73;11,2;0,2
Ørland Iii;SN71550;jul.73;13,3;0,6
Ørland Iii;SN71550;aug.73;11,5;1,4
Ørland Iii;SN71550;sep.73;9,1;0,8
Ørland Iii;SN71550;okt.73;4,3;2,6
Ørland Iii;SN71550;nov.73;0,5;2,1
Ørland Iii;SN71550;des.73;0;0,5
Ørland Iii;SN71550;jan.74;3,3;4
Ørland Iii;SN71550;feb.74;1,6;1,9
Ørland Iii;SN71550;mar.74;2,6;1,2
Ørland Iii;SN71550;apr.74;4,8;0,7
Ørland Iii;SN71550;mai.74;9,2;0,5
Ørland Iii;SN71550;jun.74;12,5;1,1
Ørland Iii;SN71550;jul.74;12,1;0,6
Ørland Iii;SN71550;aug.74;12,5;0,4
Ørland Iii;SN71550;sep.74;11,3;1,4
Ørland Iii;SN71550;okt.74;5;1,9
Ørland Iii;SN71550;nov.74;2,2;0,4
Ørland Iii;SN71550;des.74;2,3;1,8
Ørland Iii;SN71550;jan.75;2;2,7
Ørland Iii;SN71550;feb.75;2,7;3
Ørland Iii;SN71550;mar.75;2,4;1
Ørland Iii;SN71550;apr.75;3,4;0,7
Ørland Iii;SN71550;mai.75;7,4;1,3
Ørland Iii;SN71550;jun.75;9,4;2
Ørland Iii;SN71550;jul.75;11,8;0,9
Ørland Iii;SN71550;aug.75;13,2;0,3
Ørland Iii;SN71550;sep.75;9,8;0,1
Ørland Iii;SN71550;okt.75;7,1;0,2
Ørland Iii;SN71550;nov.75;4,2;1,6
Ørland Iii;SN71550;des.75;2,1;1,6
Ørland Iii;SN71550;jan.76;-1,1;0,4
Ørland Iii;SN71550;feb.76;1;1,3
Ørland Iii;SN71550;mar.76;-0,3;1,7
Ørland Iii;SN71550;apr.76;3;1,1
Ørland Iii;SN71550;mai.76;10,4;1,7
Ørland Iii;SN71550;jun.76;10,8;0,6
Ørland Iii;SN71550;jul.76;12;0,7
Ørland Iii;SN71550;aug.76;12;0,9
Ørland Iii;SN71550;sep.76;7;2,9
Ørland Iii;SN71550;okt.76;6,6;0,3
Ørland Iii;SN71550;nov.76;3,5;0,9
Ørland Iii;SN71550;des.76;-1,3;1,8
Ørland Iii;SN71550;jan.77;-2,6;1,9
Ørland Iii;SN71550;feb.77;-3;2,7
Ørland Iii;SN71550;mar.77;2;0,6
Ørland Iii;SN71550;apr.77;1,8;2,3
Ørland Iii;SN71550;mai.77;6,5;2,2
Ørland Iii;SN71550;jun.77;9,5;1,9
Ørland Iii;SN71550;jul.77;11,4;1,3
Ørland Iii;SN71550;aug.77;12,3;0,6
Ørland Iii;SN71550;sep.77;8,1;1,8
Ørland Iii;SN71550;okt.77;7,7;0,8
Ørland Iii;SN71550;nov.77;3;0,4
Ørland Iii;SN71550;des.77;2,7;2,2
Ørland Iii;SN71550;jan.78;-0,8;0,1
Ørland Iii;SN71550;feb.78;-3,7;3,4
Ørland Iii;SN71550;mar.78;1;0,4
Ørland Iii;SN71550;apr.78;2,7;1,4
Ørland Iii;SN71550;mai.78;8,2;0,5
Ørland Iii;SN71550;jun.78;11,7;0,3
Ørland Iii;SN71550;jul.78;13,5;0,8
Ørland Iii;SN71550;aug.78;12,1;0,8
Ørland Iii;SN71550;sep.78;9;0,9
Ørland Iii;SN71550;okt.78;5,7;1,2
Ørland Iii;SN71550;nov.78;2,7;0,1
Ørland Iii;SN71550;des.78;-4,8;5,3
Ørland Iii;SN71550;jan.79;-3,6;2,9
Ørland Iii;SN71550;feb.79;-1,5;1,2
Ørland Iii;SN71550;mar.79;1;0,4
Ørland Iii;SN71550;apr.79;3,7;0,4
Ørland Iii;SN71550;mai.79;7,1;1,6
Ørland Iii;SN71550;jun.79;11,5;0,1
Ørland Iii;SN71550;jul.79;11,4;1,3
Ørland Iii;SN71550;aug.79;12,2;0,7
Ørland Iii;SN71550;sep.79;8,6;1,3
Ørland Iii;SN71550;okt.79;5,6;1,3
Ørland Iii;SN71550;nov.79;2,2;0,4
Ørland Iii;SN71550;des.79;-0,7;1,2
Ørland Iii;SN71550;jan.80;-2,3;1,6
Ørland Iii;SN71550;feb.80;-0,9;0,6
Ørland Iii;SN71550;mar.80;0,6;0,8
Ørland Iii;SN71550;apr.80;4,6;0,5
Ørland Iii;SN71550;mai.80;7,7;1
Ørland Iii;SN71550;jun.80;13,5;2,1
Ørland Iii;SN71550;jul.80;14,3;1,6
Ørland Iii;SN71550;aug.80;13,6;0,7
Ørland Iii;SN71550;sep.80;10,7;0,8
Ørland Iii;SN71550;okt.80;4,3;2,6
Ørland Iii;SN71550;nov.80;0,2;2,4
Ørland Iii;SN71550;des.80;-1;1,5
Ørland Iii;SN71550;jan.81;-1;0,3
Ørland Iii;SN71550;feb.81;-1,1;0,8
Ørland Iii;SN71550;mar.81;-0,8;2,2
Ørland Iii;SN71550;apr.81;3;1,1
Ørland Iii;SN71550;mai.81;11,2;2,5
Ørland Iii;SN71550;jun.81;9,3;2,1
Ørland Iii;SN71550;jul.81;11,7;1
Ørland Iii;SN71550;aug.81;11,2;1,7
Ørland Iii;SN71550;sep.81;11,2;1,3
Ørland Iii;SN71550;okt.81;6,1;0,8
Ørland Iii;SN71550;nov.81;1,2;1,4
Ørland Iii;SN71550;des.81;-5,2;5,7
Ørland Iii;SN71550;jan.82;-2,7;2
Ørland Iii;SN71550;feb.82;0,8;1,1
Ørland Iii;SN71550;mar.82;3,2;1,8
Ørland Iii;SN71550;apr.82;3,8;0,3
Ørland Iii;SN71550;mai.82;7,9;0,8
Ørland Iii;SN71550;jun.82;9,4;2
Ørland Iii;SN71550;jul.82;12,9;0,2
Ørland Iii;SN71550;aug.82;12,9;0
Ørland Iii;SN71550;sep.82;9,5;0,4
Ørland Iii;SN71550;okt.82;7,1;0,2
Ørland Iii;SN71550;nov.82;3,3;0,7
Ørland Iii;SN71550;des.82;1,3;0,8
Ørland Iii;SN71550;jan.83;1,2;1,9
Ørland Iii;SN71550;feb.83;0;0,3
Ørland Iii;SN71550;mar.83;1,4;0
Ørland Iii;SN71550;apr.83;5;0,9
Ørland Iii;SN71550;mai.83;9,9;1,2
Ørland Iii;SN71550;jun.83;9,9;1,5
Ørland Iii;SN71550;jul.83;12,5;0,2
Ørland Iii;SN71550;aug.83;11,1;1,8
Ørland Iii;SN71550;sep.83;10,3;0,4
Ørland Iii;SN71550;okt.83;6,2;0,7
Ørland Iii;SN71550;nov.83;2,2;0,4
Ørland Iii;SN71550;des.83;0,7;0,2
Ørland Iii;SN71550;jan.84;-2,2;1,5
Ørland Iii;SN71550;feb.84;1,1;1,4
Ørland Iii;SN71550;mar.84;0,1;1,3
Ørland Iii;SN71550;apr.84;5,1;1
Ørland Iii;SN71550;mai.84;10;1,3
Ørland Iii;SN71550;jun.84;10,6;0,8
Ørland Iii;SN71550;jul.84;12,2;0,5
Ørland Iii;SN71550;aug.84;12,1;0,8
Ørland Iii;SN71550;sep.84;9,4;0,5
Ørland Iii;SN71550;okt.84;7,4;0,5
Ørland Iii;SN71550;nov.84;4,6;2
Ørland Iii;SN71550;des.84;2,8;2,3
Ørland Iii;SN71550;jan.85;-3,4;2,7
Ørland Iii;SN71550;feb.85;-4;3,7
Ørland Iii;SN71550;mar.85;1;0,4
Ørland Iii;SN71550;apr.85;2,8;1,3
Ørland Iii;SN71550;mai.85;8,4;0,3
Ørland Iii;SN71550;jun.85;11,1;0,3
Ørland Iii;SN71550;jul.85;13,5;0,8
Ørland Iii;SN71550;aug.85;13,6;0,7
Ørland Iii;SN71550;sep.85;8,7;1,2
Ørland Iii;SN71550;okt.85;8,2;1,3
Ørland Iii;SN71550;nov.85;0,4;2,2
Ørland Iii;SN71550;des.85;-2,1;2,6
Ørland Iii;SN71550;jan.86;-4,4;3,7
Ørland Iii;SN71550;feb.86;-1,8;1,5
Ørland Iii;SN71550;mar.86;3;1,6
Ørland Iii;SN71550;apr.86;2,7;1,4
Ørland Iii;SN71550;mai.86;9,7;1
Ørland Iii;SN71550;jun.86;11,6;0,2
Ørland Iii;SN71550;jul.86;12,3;0,4
Ørland Iii;SN71550;aug.86;12,5;0,4
Ørland Iii;SN71550;sep.86;7,8;2,1
Ørland Iii;SN71550;okt.86;6,5;0,4
Ørland Iii;SN71550;nov.86;4,4;1,8
Ørland Iii;SN71550;des.86;-1,7;2,2
Ørland Iii;SN71550;jan.87;-4,8;4,1
Ørland Iii;SN71550;feb.87;-0,7;0,4
Ørland Iii;SN71550;mar.87;-0,7;2,1
Ørland Iii;SN71550;apr.87;5,2;1,1
Ørland Iii;SN71550;mai.87;7,3;1,4
Ørland Iii;SN71550;jun.87;10,6;0,8
Ørland Iii;SN71550;jul.87;13,2;0,5
Ørland Iii;SN71550;aug.87;11,2;1,7
Ørland Iii;SN71550;sep.87;9,5;0,4
Ørland Iii;SN71550;okt.87;9,3;2,4
Ørland Iii;SN71550;nov.87;3,1;0,5
Ørland Iii;SN71550;des.87;2,4;1,9
Ørland Iii;SN71550;jan.88;1,2;1,9
Ørland Iii;SN71550;feb.88;0,5;0,8
Ørland Iii;SN71550;mar.88;-0,1;1,5
Ørland Iii;SN71550;apr.88;2,1;2
Ørland Iii;SN71550;mai.88;9,7;1
Ørland Iii;SN71550;jun.88;11,2;0,2
Ørland Iii;SN71550;jul.88;15,3;2,6
Ørland Iii;SN71550;aug.88;14,3;1,4
Ørland Iii;SN71550;sep.88;11,4;1,5
Ørland Iii;SN71550;okt.88;6,6;0,3
Ørland Iii;SN71550;nov.88;2,4;0,2
Ørland Iii;SN71550;des.88;1,6;1,1
Ørland Iii;SN71550;jan.89;4;4,7
Ørland Iii;SN71550;feb.89;2,6;2,9
Ørland Iii;SN71550;mar.89;3,4;2
Ørland Iii;SN71550;apr.89;6;1,9
Ørland Iii;SN71550;mai.89;8;0,7
Ørland Iii;SN71550;jun.89;11,6;0,2
Ørland Iii;SN71550;jul.89;12,2;0,5
Ørland Iii;SN71550;aug.89;12,8;0,1
Ørland Iii;SN71550;sep.89;10;0,1
Ørland Iii;SN71550;okt.89;6,8;0,1
Ørland Iii;SN71550;nov.89;4,3;1,7
Ørland Iii;SN71550;des.89;0,8;0,3
Ørland Iii;SN71550;jan.90;1,7;2,4
Ørland Iii;SN71550;feb.90;4,2;4,5
Ørland Iii;SN71550;mar.90;3,1;1,7
Ørland Iii;SN71550;apr.90;5,3;1,2
Ørland Iii;SN71550;mai.90;7,6;1,1
Ørland Iii;SN71550;jun.90;13;1,6
Ørland Iii;SN71550;jul.90;13,1;0,4
Ørland Iii;SN71550;aug.90;13,8;0,9
Ørland Iii;SN71550;sep.90;10,2;0,3
Ørland Iii;SN71550;okt.90;7,7;0,8
Ørland Iii;SN71550;nov.90;3,5;0,9
Ørland Iii;SN71550;des.90;2,7;2,2
Ørland Iii;SN71550;jan.91;1,9;2,6
Ørland Iii;SN71550;feb.91;-1;0,7
Ørland Iii;SN71550;mar.91;3,5;2,1
Ørland Iii;SN71550;apr.91;5,6;1,5
Ørland Iii;SN71550;mai.91;6,5;2,2
Ørland Iii;SN71550;jun.91;10,2;1,2
Ørland Iii;SN71550;jul.91;13,7;1
Ørland Iii;SN71550;aug.91;13,8;0,9
Ørland Iii;SN71550;sep.91;9,4;0,5
Ørland Iii;SN71550;okt.91;6,3;0,6
Ørland Iii;SN71550;nov.91;4,1;1,5
Ørland Iii;SN71550;des.91;2,7;2,2
Ørland Iii;SN71550;jan.92;3,1;3,8
Ørland Iii;SN71550;feb.92;1,9;2,2
Ørland Iii;SN71550;mar.92;2,8;1,4
Ørland Iii;SN71550;apr.92;2,9;1,2
Ørland Iii;SN71550;mai.92;9,7;1
Ørland Iii;SN71550;jun.92;13,9;2,5
Ørland Iii;SN71550;jul.92;12;0,7
Ørland Iii;SN71550;aug.92;12,7;0,2
Ørland Iii;SN71550;sep.92;10,9;1
Ørland Iii;SN71550;okt.92;2,1;4,8
Ørland Iii;SN71550;nov.92;2,5;0,1
Ørland Iii;SN71550;des.92;2,8;2,3
Ørland Iii;SN71550;jan.93;1,7;2,4
Ørland Iii;SN71550;feb.93;1,5;1,8
Ørland Iii;SN71550;mar.93;2,1;0,7
Ørland Iii;SN71550;apr.93;5,5;1,4
Ørland Iii;SN71550;mai.93;8,9;0,2
Ørland Iii;SN71550;jun.93;8,4;3
Ørland Iii;SN71550;jul.93;12,4;0,3
Ørland Iii;SN71550;aug.93;11,8;1,1
Ørland Iii;SN71550;sep.93;8,7;1,2
Ørland Iii;SN71550;okt.93;4,9;2
Ørland Iii;SN71550;nov.93;1,7;0,9
Ørland Iii;SN71550;des.93;-0,3;0,8
Ørland Iii;SN71550;jan.94;-1,4;0,7
Ørland Iii;SN71550;feb.94;-3,5;3,2
Ørland Iii;SN71550;mar.94;1,1;0,3
Ørland Iii;SN71550;apr.94;4,9;0,8
Ørland Iii;SN71550;mai.94;7,1;1,6
Ørland Iii;SN71550;jun.94;9;2,4
Ørland Iii;SN71550;jul.94;14;1,3
Ørland Iii;SN71550;aug.94;14;1,1
Ørland Iii;SN71550;sep.94;9,7;0,2
Ørland Iii;SN71550;okt.94;4,8;2,1
Ørland Iii;SN71550;nov.94;3,2;0,6
Ørland Iii;SN71550;des.94;2,6;2,1
Ørland Iii;SN71550;jan.95;0,7;1,4
Ørland Iii;SN71550;feb.95;1,4;1,7
Ørland Iii;SN71550;mar.95;2;0,6
Ørland Iii;SN71550;apr.95;2,4;1,7
Ørland Iii;SN71550;mai.95;7,6;1,1
Ørland Iii;SN71550;jun.95;9,9;1,5
Ørland Iii;SN71550;jul.95;12;0,7
Ørland Iii;SN71550;aug.95;11,9;1
Ørland Iii;SN71550;sep.95;10,7;0,8
Ørland Iii;SN71550;okt.95;7,6;0,7
Ørland Iii;SN71550;nov.95;1,1;1,5
Ørland Iii;SN71550;des.95;-0,3;0,8
Ørland Iii;SN71550;jan.96;0,2;0,9
Ørland Iii;SN71550;feb.96;-2,3;2
Ørland Iii;SN71550;mar.96;1,1;0,3
Ørland Iii;SN71550;apr.96;4,8;0,7
Ørland Iii;SN71550;mai.96;6,8;1,9
Ørland Iii;SN71550;jun.96;9,9;1,5
Ørland Iii;SN71550;jul.96;11,6;1,1
Ørland Iii;SN71550;aug.96;15,8;2,9
Ørland Iii;SN71550;sep.96;9,3;0,6
Ørland Iii;SN71550;okt.96;7,4;0,5
Ørland Iii;SN71550;nov.96;0,3;2,3
Ørland Iii;SN71550;des.96;-0,2;0,7
Ørland Iii;SN71550;jan.97;2;2,7
Ørland Iii;SN71550;feb.97;0,9;1,2
Ørland Iii;SN71550;mar.97;1,5;0,1
Ørland Iii;SN71550;apr.97;2;2,1
Ørland Iii;SN71550;mai.97;6,7;2
Ørland Iii;SN71550;jun.97;12,8;1,4
Ørland Iii;SN71550;jul.97;14,8;2,1
Ørland Iii;SN71550;aug.97;15,9;3
Ørland Iii;SN71550;sep.97;11;1,1
Ørland Iii;SN71550;okt.97;5,1;1,8
Ørland Iii;SN71550;nov.97;2,3;0,3
Ørland Iii;SN71550;des.97;0,9;0,4
Ørland Iii;SN71550;jan.98;1,3;2
Ørland Iii;SN71550;feb.98;2,2;2,5
Ørland Iii;SN71550;mar.98;0,8;0,6
Ørland Iii;SN71550;apr.98;4,2;0,1
Ørland Iii;SN71550;mai.98;7,5;1,2
Ørland Iii;SN71550;jun.98;11,1;0,3
Ørland Iii;SN71550;jul.98;13,2;0,5
Ørland Iii;SN71550;aug.98;12,3;0,6
Ørland Iii;SN71550;sep.98;11,5;1,6
Ørland Iii;SN71550;okt.98;5,8;1,1
Ørland Iii;SN71550;nov.98;1,1;1,5
Ørland Iii;SN71550;des.98;1,4;0,9
Ørland Iii;SN71550;jan.99;-0,3;0,4
Ørland Iii;SN71550;feb.99;0,4;0,7
Ørland Iii;SN71550;mar.99;1,9;0,5
Ørland Iii;SN71550;apr.99;5,4;1,3
Ørland Iii;SN71550;mai.99;7,8;0,9
Ørland Iii;SN71550;jun.99;12,1;0,7
Ørland Iii;SN71550;jul.99;12,7;0
Ørland Iii;SN71550;aug.99;12,3;0,6
Ørland Iii;SN71550;sep.99;13,4;3,5
Ørland Iii;SN71550;okt.99;7;0,1
Ørland Iii;SN71550;nov.99;5,6;3
Ørland Iii;SN71550;des.99;-2,1;2,6
Ørland Iii;SN71550;jan.00;2;2,7
Ørland Iii;SN71550;feb.00;1,4;1,7
Ørland Iii;SN71550;mar.00;0,9;0,5
Ørland Iii;SN71550;apr.00;5;0,9
Ørland Iii;SN71550;mai.00;9,5;0,8
Ørland Iii;SN71550;jun.00;9,5;1,9
Ørland Iii;SN71550;jul.00;11,8;0,9
Ørland Iii;SN71550;aug.00;12;0,9
Ørland Iii;SN71550;sep.00;11,2;1,3
Ørland Iii;SN71550;okt.00;9,6;2,7
Ørland Iii;SN71550;nov.00;5,7;3,1
Ørland Iii;SN71550;des.00;1,4;0,9
Ørland Iii;SN71550;jan.01;1,8;2,5
Ørland Iii;SN71550;feb.01;-3,2;2,9
