Navn;Stasjon;Tid(norsk normaltid);Homogenisert middeltemperatur (mnd);Homogenisert middeltemperatur, avvik fra normalen 1961-1990 (mnd)
Vallersund;SN71650;06.1939;11,3;-0,2
Vallersund;SN71650;07.1939;14,5;1,6
Vallersund;SN71650;08.1939;15,9;2,6
Vallersund;SN71650;09.1939;11,5;1
Vallersund;SN71650;10.1939;6,1;-1,3
Vallersund;SN71650;11.1939;4,1;1
Vallersund;SN71650;12.1939;-0,2;-1
Vallersund;SN71650;01.1940;-2,4;-2,1
Vallersund;SN71650;02.1940;-5,8;-5,9
Vallersund;SN71650;03.1940;-1,3;-3,1
Vallersund;SN71650;04.1940;3,4;-1
Vallersund;SN71650;05.1940;10,5;1,7
Vallersund;SN71650;06.1940;11,7;0,2
Vallersund;SN71650;07.1940;12,4;-0,5
Vallersund;SN71650;08.1940;11,3;-2
Vallersund;SN71650;09.1940;9,5;-1
Vallersund;SN71650;10.1940;7,4;0
Vallersund;SN71650;11.1940;3,1;0
Vallersund;SN71650;12.1940;0,6;-0,2
Vallersund;SN71650;01.1941;-3,1;-2,8
Vallersund;SN71650;02.1941;-3,1;-3,2
Vallersund;SN71650;03.1941;0,1;-1,7
Vallersund;SN71650;04.1941;3,2;-1,2
Vallersund;SN71650;05.1941;7;-1,8
Vallersund;SN71650;06.1941;9,3;-2,2
Vallersund;SN71650;07.1941;16,4;3,5
Vallersund;SN71650;08.1941;13,5;0,2
Vallersund;SN71650;09.1941;10,5;0
Vallersund;SN71650;10.1941;5,3;-2,1
Vallersund;SN71650;11.1941;3;-0,1
Vallersund;SN71650;12.1941;0,1;-0,7
Vallersund;SN71650;01.1942;-6,1;-5,8
Vallersund;SN71650;02.1942;-2,7;-2,8
Vallersund;SN71650;03.1942;-2,2;-4
Vallersund;SN71650;04.1942;4,4;0
Vallersund;SN71650;05.1942;7,1;-1,7
Vallersund;SN71650;06.1942;9,4;-2,1
Vallersund;SN71650;07.1942;11,9;-1
Vallersund;SN71650;08.1942;13,7;0,4
Vallersund;SN71650;09.1942;10,5;0
Vallersund;SN71650;10.1942;6,9;-0,5
Vallersund;SN71650;11.1942;4,1;1
Vallersund;SN71650;12.1942;1,9;1,1
Vallersund;SN71650;01.1943;-1,4;-1,1
Vallersund;SN71650;02.1943;2,4;2,3
Vallersund;SN71650;03.1943;4,5;2,7
Vallersund;SN71650;04.1943;4,2;-0,2
Vallersund;SN71650;05.1943;8,2;-0,6
Vallersund;SN71650;06.1943;11,9;0,4
Vallersund;SN71650;07.1943;13,3;0,4
Vallersund;SN71650;08.1943;11,8;-1,5
Vallersund;SN71650;09.1943;10,9;0,4
Vallersund;SN71650;10.1943;9;1,6
Vallersund;SN71650;11.1943;3,2;0,1
Vallersund;SN71650;12.1943;3,9;3,1
Vallersund;SN71650;01.1944;1,9;2,2
Vallersund;SN71650;02.1944;1,9;1,8
Vallersund;SN71650;03.1944;1;-0,8
Vallersund;SN71650;04.1944;3,1;-1,3
Vallersund;SN71650;05.1944;6,1;-2,7
Vallersund;SN71650;06.1944;11,2;-0,3
Vallersund;SN71650;07.1944;13,4;0,5
Vallersund;SN71650;08.1944;12,4;-0,9
Vallersund;SN71650;09.1944;10,5;0
Vallersund;SN71650;10.1944;8,2;0,8
Vallersund;SN71650;11.1944;2,7;-0,4
Vallersund;SN71650;12.1944;3,1;2,3
Vallersund;SN71650;01.1945;-3;-2,7
Vallersund;SN71650;02.1945;1,5;1,4
Vallersund;SN71650;03.1945;3,7;1,9
Vallersund;SN71650;04.1945;5,4;1
Vallersund;SN71650;05.1945;8,2;-0,6
Vallersund;SN71650;06.1945;10,6;-0,9
Vallersund;SN71650;07.1945;14,5;1,6
Vallersund;SN71650;08.1945;14,1;0,8
Vallersund;SN71650;09.1945;10,4;-0,1
Vallersund;SN71650;10.1945;6,6;-0,8
Vallersund;SN71650;11.1945;4,5;1,4
Vallersund;SN71650;12.1945;0,5;-0,3
Vallersund;SN71650;01.1946;1,5;1,8
Vallersund;SN71650;02.1946;-1,9;-2
Vallersund;SN71650;03.1946;1,1;-0,7
Vallersund;SN71650;04.1946;4,9;0,5
Vallersund;SN71650;05.1946;7,9;-0,9
Vallersund;SN71650;06.1946;11,6;0,1
Vallersund;SN71650;07.1946;14,9;2
Vallersund;SN71650;08.1946;14,8;1,5
Vallersund;SN71650;09.1946;12,3;1,8
Vallersund;SN71650;10.1946;7,8;0,4
Vallersund;SN71650;11.1946;4,2;1,1
Vallersund;SN71650;12.1946;3,1;2,3
Vallersund;SN71650;01.1947;0;0,3
Vallersund;SN71650;02.1947;-5,5;-5,6
Vallersund;SN71650;03.1947;-2,4;-4,2
Vallersund;SN71650;04.1947;3,6;-0,8
Vallersund;SN71650;05.1947;8,8;0
Vallersund;SN71650;06.1947;11,1;-0,4
Vallersund;SN71650;07.1947;15,3;2,4
Vallersund;SN71650;08.1947;14,2;0,9
Vallersund;SN71650;09.1947;11,8;1,3
Vallersund;SN71650;10.1947;6,7;-0,7
Vallersund;SN71650;11.1947;1,4;-1,7
Vallersund;SN71650;12.1947;0,5;-0,3
Vallersund;SN71650;01.1948;-2,7;-2,4
Vallersund;SN71650;02.1948;2,1;2
Vallersund;SN71650;03.1948;4,9;3,1
Vallersund;SN71650;04.1948;6;1,6
Vallersund;SN71650;05.1948;8,7;-0,1
Vallersund;SN71650;06.1948;9,8;-1,7
Vallersund;SN71650;07.1948;14,4;1,5
Vallersund;SN71650;08.1948;11,9;-1,4
Vallersund;SN71650;09.1948;10,5;0
Vallersund;SN71650;10.1948;5,9;-1,5
Vallersund;SN71650;11.1948;4,2;1,1
Vallersund;SN71650;12.1948;4,8;4
Vallersund;SN71650;01.1949;2;2,3
Vallersund;SN71650;02.1949;3,1;3
Vallersund;SN71650;03.1949;0,7;-1,1
Vallersund;SN71650;04.1949;5,1;0,7
Vallersund;SN71650;05.1949;8,4;-0,4
Vallersund;SN71650;06.1949;10,6;-0,9
Vallersund;SN71650;07.1949;12,2;-0,7
Vallersund;SN71650;08.1949;12,1;-1,2
Vallersund;SN71650;09.1949;12,9;2,4
Vallersund;SN71650;10.1949;7,8;0,4
Vallersund;SN71650;11.1949;4,8;1,7
Vallersund;SN71650;12.1949;2;1,2
Vallersund;SN71650;01.1950;-0,7;-0,4
Vallersund;SN71650;02.1950;0,6;0,5
Vallersund;SN71650;03.1950;2,7;0,9
Vallersund;SN71650;04.1950;5,4;1
Vallersund;SN71650;05.1950;7,8;-1
Vallersund;SN71650;06.1950;11,2;-0,3
Vallersund;SN71650;07.1950;14,9;2
Vallersund;SN71650;08.1950;16,9;3,6
Vallersund;SN71650;09.1950;11,6;1,1
Vallersund;SN71650;10.1950;8,1;0,7
Vallersund;SN71650;11.1950;3,4;0,3
Vallersund;SN71650;12.1950;0;-0,8
Vallersund;SN71650;01.1951;-2,5;-2,2
Vallersund;SN71650;02.1951;0,4;0,3
Vallersund;SN71650;03.1951;-0,6;-2,4
Vallersund;SN71650;04.1951;3;-1,4
Vallersund;SN71650;05.1951;5,5;-3,3
Vallersund;SN71650;06.1951;9;-2,5
Vallersund;SN71650;07.1951;11,5;-1,4
Vallersund;SN71650;08.1951;15,1;1,8
Vallersund;SN71650;09.1951;11,9;1,4
Vallersund;SN71650;10.1951;8,9;1,5
Vallersund;SN71650;11.1951;2,5;-0,6
Vallersund;SN71650;12.1951;3,1;2,3
Vallersund;SN71650;01.1952;-0,9;-0,6
Vallersund;SN71650;02.1952;0;-0,1
Vallersund;SN71650;03.1952;0,4;-1,4
Vallersund;SN71650;04.1952;6,6;2,2
Vallersund;SN71650;05.1952;8,3;-0,5
Vallersund;SN71650;06.1952;10,7;-0,8
Vallersund;SN71650;07.1952;12,5;-0,4
Vallersund;SN71650;08.1952;12,2;-1,1
Vallersund;SN71650;09.1952;7,5;-3
Vallersund;SN71650;10.1952;5,3;-2,1
Vallersund;SN71650;11.1952;1,1;-2
Vallersund;SN71650;12.1952;-0,5;-1,3
Vallersund;SN71650;01.1953;0,7;1
Vallersund;SN71650;02.1953;-2,5;-2,6
Vallersund;SN71650;03.1953;4,4;2,6
Vallersund;SN71650;04.1953;4,9;0,5
Vallersund;SN71650;05.1953;7,6;-1,2
Vallersund;SN71650;06.1953;14,9;3,4
Vallersund;SN71650;07.1953;15;2,1
Vallersund;SN71650;08.1953;14,6;1,3
Vallersund;SN71650;09.1953;10,9;0,4
Vallersund;SN71650;10.1953;9,5;2,1
Vallersund;SN71650;11.1953;5,8;2,7
Vallersund;SN71650;12.1953;3,8;3
Vallersund;SN71650;01.1954;-0,7;-0,4
Vallersund;SN71650;02.1954;-2,4;-2,5
Vallersund;SN71650;03.1954;2,1;0,3
Vallersund;SN71650;04.1954;4;-0,4
Vallersund;SN71650;05.1954;11,2;2,4
Vallersund;SN71650;06.1954;10,4;-1,1
Vallersund;SN71650;07.1954;14,2;1,3
Vallersund;SN71650;08.1954;13,2;-0,1
Vallersund;SN71650;09.1954;10,3;-0,2
Vallersund;SN71650;10.1954;6,1;-1,3
Vallersund;SN71650;11.1954;3,5;0,4
Vallersund;SN71650;12.1954;2,7;1,9
Vallersund;SN71650;01.1955;0,3;0,6
Vallersund;SN71650;02.1955;-1,9;-2
Vallersund;SN71650;03.1955;0,2;-1,6
Vallersund;SN71650;04.1955;2,8;-1,6
Vallersund;SN71650;05.1955;5,7;-3,1
Vallersund;SN71650;06.1955;9,4;-2,1
Vallersund;SN71650;07.1955;13,5;0,6
Vallersund;SN71650;08.1955;14,3;1
Vallersund;SN71650;09.1955;12,1;1,6
Vallersund;SN71650;10.1955;5,8;-1,6
Vallersund;SN71650;11.1955;4,3;1,2
Vallersund;SN71650;12.1955;-1,7;-2,5
Vallersund;SN71650;01.1956;-0,6;-0,3
Vallersund;SN71650;02.1956;-3,1;-3,2
Vallersund;SN71650;03.1956;2,3;0,5
Vallersund;SN71650;04.1956;3,4;-1
Vallersund;SN71650;05.1956;8,3;-0,5
Vallersund;SN71650;06.1956;10;-1,5
Vallersund;SN71650;07.1956;12,9;0
Vallersund;SN71650;08.1956;12;-1,3
Vallersund;SN71650;09.1956;10,4;-0,1
Vallersund;SN71650;10.1956;6,9;-0,5
Vallersund;SN71650;11.1956;2,5;-0,6
Vallersund;SN71650;12.1956;2,2;1,4
Vallersund;SN71650;01.1957;2,2;2,5
Vallersund;SN71650;02.1957;-0,8;-0,9
Vallersund;SN71650;03.1957;1,6;-0,2
Vallersund;SN71650;04.1957;4,6;0,2
Vallersund;SN71650;05.1957;6,6;-2,2
Vallersund;SN71650;06.1957;9,3;-2,2
Vallersund;SN71650;07.1957;13,9;1
Vallersund;SN71650;08.1957;12,5;-0,8
Vallersund;SN71650;09.1957;10,2;-0,3
Vallersund;SN71650;10.1957;7;-0,4
Vallersund;SN71650;11.1957;4,9;1,8
Vallersund;SN71650;12.1957;1,8;1
Vallersund;SN71650;01.1958;-1,7;-1,4
Vallersund;SN71650;02.1958;-4,2;-4,3
Vallersund;SN71650;03.1958;-2,7;-4,5
Vallersund;SN71650;04.1958;4,3;-0,1
Vallersund;SN71650;05.1958;7,2;-1,6
Vallersund;SN71650;06.1958;10,8;-0,7
Vallersund;SN71650;07.1958;12,3;-0,6
Vallersund;SN71650;08.1958;14,6;1,3
Vallersund;SN71650;09.1958;12,6;2,1
Vallersund;SN71650;10.1958;9,6;2,2
Vallersund;SN71650;11.1958;6,8;3,7
Vallersund;SN71650;12.1958;-0,4;-1,2
Vallersund;SN71650;01.1959;-2,6;-2,3
Vallersund;SN71650;02.1959;3,7;3,6
Vallersund;SN71650;03.1959;5,2;3,4
Vallersund;SN71650;04.1959;5,8;1,4
Vallersund;SN71650;05.1959;8;-0,8
Vallersund;SN71650;06.1959;11,4;-0,1
Vallersund;SN71650;07.1959;13,5;0,6
Vallersund;SN71650;08.1959;14,2;0,9
Vallersund;SN71650;09.1959;10,6;0,1
Vallersund;SN71650;10.1959;8,3;0,9
Vallersund;SN71650;11.1959;5,5;2,4
Vallersund;SN71650;12.1959;1,7;0,9
Vallersund;SN71650;01.1960;-1,6;-1,3
Vallersund;SN71650;02.1960;-2;-2,1
Vallersund;SN71650;03.1960;3,7;1,9
Vallersund;SN71650;04.1960;5,9;1,5
Vallersund;SN71650;05.1960;8,7;-0,1
Vallersund;SN71650;06.1960;11;-0,5
Vallersund;SN71650;07.1960;14,5;1,6
Vallersund;SN71650;08.1960;13,8;0,5
Vallersund;SN71650;09.1960;11,9;1,4
Vallersund;SN71650;10.1960;4;-3,4
Vallersund;SN71650;11.1960;2,7;-0,4
Vallersund;SN71650;12.1960;0;-0,8
Vallersund;SN71650;01.1961;0;0,3
Vallersund;SN71650;02.1961;2,8;2,7
Vallersund;SN71650;03.1961;3,3;1,5
Vallersund;SN71650;04.1961;4,3;-0,1
Vallersund;SN71650;05.1961;8,6;-0,2
Vallersund;SN71650;06.1961;11,4;-0,1
Vallersund;SN71650;07.1961;13,5;0,6
Vallersund;SN71650;08.1961;13,3;0
Vallersund;SN71650;09.1961;12,4;1,9
Vallersund;SN71650;10.1961;10,8;3,4
Vallersund;SN71650;11.1961;6,1;3
Vallersund;SN71650;12.1961;-0,1;-0,9
Vallersund;SN71650;01.1962;1,1;1,4
Vallersund;SN71650;02.1962;1;0,9
Vallersund;SN71650;03.1962;-1,8;-3,6
Vallersund;SN71650;04.1962;4,5;0,1
Vallersund;SN71650;05.1962;7,8;-1
Vallersund;SN71650;06.1962;9,8;-1,7
Vallersund;SN71650;07.1962;11,5;-1,4
Vallersund;SN71650;08.1962;12,7;-0,6
Vallersund;SN71650;09.1962;10,6;0,1
Vallersund;SN71650;10.1962;8,4;1
Vallersund;SN71650;11.1962;2,8;-0,3
Vallersund;SN71650;12.1962;0,2;-0,6
Vallersund;SN71650;01.1963;-0,3;0
Vallersund;SN71650;02.1963;-2,2;-2,3
Vallersund;SN71650;03.1963;1,1;-0,7
Vallersund;SN71650;04.1963;5,7;1,3
Vallersund;SN71650;05.1963;10,8;2
Vallersund;SN71650;06.1963;11,9;0,4
Vallersund;SN71650;07.1963;12,2;-0,7
Vallersund;SN71650;08.1963;15,8;2,5
Vallersund;SN71650;09.1963;11,5;1
Vallersund;SN71650;10.1963;8,1;0,7
Vallersund;SN71650;11.1963;2,1;-1
Vallersund;SN71650;12.1963;2,9;2,1
Vallersund;SN71650;01.1964;3,8;4,1
Vallersund;SN71650;02.1964;0,3;0,2
Vallersund;SN71650;03.1964;3,2;1,4
Vallersund;SN71650;04.1964;5,7;1,3
Vallersund;SN71650;05.1964;9;0,2
Vallersund;SN71650;06.1964;10,1;-1,4
Vallersund;SN71650;07.1964;12,3;-0,6
Vallersund;SN71650;08.1964;12,7;-0,6
Vallersund;SN71650;09.1964;9,4;-1,1
Vallersund;SN71650;10.1964;8,5;1,1
Vallersund;SN71650;11.1964;3,8;0,7
Vallersund;SN71650;12.1964;1,8;1
Vallersund;SN71650;01.1965;-0,6;-0,3
Vallersund;SN71650;02.1965;1;0,9
Vallersund;SN71650;03.1965;1,5;-0,3
Vallersund;SN71650;04.1965;6,1;1,7
Vallersund;SN71650;05.1965;7,5;-1,3
Vallersund;SN71650;06.1965;12;0,5
Vallersund;SN71650;07.1965;10,8;-2,1
Vallersund;SN71650;08.1965;11,7;-1,6
Vallersund;SN71650;09.1965;12,7;2,2
Vallersund;SN71650;10.1965;8,9;1,5
Vallersund;SN71650;11.1965;0,7;-2,4
Vallersund;SN71650;12.1965;-3,5;-4,3
Vallersund;SN71650;01.1966;-3,2;-2,9
Vallersund;SN71650;02.1966;-5,8;-5,9
Vallersund;SN71650;03.1966;0,2;-1,6
Vallersund;SN71650;04.1966;2,5;-1,9
Vallersund;SN71650;05.1966;7,7;-1,1
Vallersund;SN71650;06.1966;13,4;1,9
Vallersund;SN71650;07.1966;12,7;-0,2
Vallersund;SN71650;08.1966;13;-0,3
Vallersund;SN71650;09.1966;9,3;-1,2
Vallersund;SN71650;10.1966;6,8;-0,6
Vallersund;SN71650;11.1966;2,7;-0,4
Vallersund;SN71650;12.1966;0,8;0
Vallersund;SN71650;01.1967;-2,4;-2,1
Vallersund;SN71650;02.1967;1,8;1,7
Vallersund;SN71650;03.1967;3;1,2
Vallersund;SN71650;04.1967;4;-0,4
Vallersund;SN71650;05.1967;9,5;0,7
Vallersund;SN71650;06.1967;10,8;-0,7
Vallersund;SN71650;07.1967;12,9;0
Vallersund;SN71650;08.1967;13,2;-0,1
Vallersund;SN71650;09.1967;12,6;2,1
Vallersund;SN71650;10.1967;6,9;-0,5
Vallersund;SN71650;11.1967;5,9;2,8
Vallersund;SN71650;12.1967;-0,9;-1,7
Vallersund;SN71650;01.1968;-0,8;-0,5
Vallersund;SN71650;02.1968;-0,1;-0,2
Vallersund;SN71650;03.1968;2;0,2
Vallersund;SN71650;04.1968;4,7;0,3
Vallersund;SN71650;05.1968;7,1;-1,7
Vallersund;SN71650;06.1968;12,3;0,8
Vallersund;SN71650;07.1968;12,9;0
Vallersund;SN71650;08.1968;12,9;-0,4
Vallersund;SN71650;09.1968;11,5;1
Vallersund;SN71650;10.1968;5;-2,4
Vallersund;SN71650;11.1968;1,2;-1,9
Vallersund;SN71650;12.1968;1,9;1,1
Vallersund;SN71650;01.1969;0,3;0,6
Vallersund;SN71650;02.1969;-3,3;-3,4
Vallersund;SN71650;03.1969;0;-1,8
Vallersund;SN71650;04.1969;5,7;1,3
Vallersund;SN71650;05.1969;7,7;-1,1
Vallersund;SN71650;06.1969;13,6;2,1
Vallersund;SN71650;07.1969;13,6;0,7
Vallersund;SN71650;08.1969;17;3,7
Vallersund;SN71650;09.1969;9,9;-0,6
Vallersund;SN71650;10.1969;8,2;0,8
Vallersund;SN71650;11.1969;0,7;-2,4
Vallersund;SN71650;12.1969;-0,3;-1,1
Vallersund;SN71650;01.1970;-2,6;-2,3
Vallersund;SN71650;02.1970;-4,3;-4,4
Vallersund;SN71650;03.1970;1;-0,8
Vallersund;SN71650;04.1970;3,5;-0,9
Vallersund;SN71650;05.1970;9,4;0,6
Vallersund;SN71650;06.1970;13,2;1,7
Vallersund;SN71650;07.1970;13,2;0,3
Vallersund;SN71650;08.1970;14;0,7
Vallersund;SN71650;09.1970;10,6;0,1
Vallersund;SN71650;10.1970;7,4;0
Vallersund;SN71650;11.1970;1,1;-2
Vallersund;SN71650;12.1970;2,9;2,1
Vallersund;SN71650;01.1971;2;2,3
Vallersund;SN71650;02.1971;1,5;1,4
Vallersund;SN71650;03.1971;-0,4;-2,2
Vallersund;SN71650;04.1971;4,2;-0,2
Vallersund;SN71650;05.1971;9,8;1
Vallersund;SN71650;06.1971;10,6;-0,9
Vallersund;SN71650;07.1971;12,6;-0,3
Vallersund;SN71650;08.1971;13;-0,3
Vallersund;SN71650;09.1971;10,2;-0,3
Vallersund;SN71650;10.1971;7;-0,4
Vallersund;SN71650;11.1971;1,7;-1,4
Vallersund;SN71650;12.1971;4,2;3,4
Vallersund;SN71650;01.1972;-1,3;-1
Vallersund;SN71650;02.1972;0,8;0,7
Vallersund;SN71650;03.1972;3,3;1,5
Vallersund;SN71650;04.1972;5,2;0,8
Vallersund;SN71650;05.1972;9,9;1,1
Vallersund;SN71650;06.1972;13,6;2,1
Vallersund;SN71650;07.1972;14,8;1,9
Vallersund;SN71650;08.1972;13,5;0,2
Vallersund;SN71650;09.1972;9,3;-1,2
Vallersund;SN71650;10.1972;7,5;0,1
Vallersund;SN71650;11.1972;3,4;0,3
Vallersund;SN71650;12.1972;5,4;4,6
Vallersund;SN71650;01.1973;4,1;4,4
Vallersund;SN71650;02.1973;0,6;0,5
Vallersund;SN71650;03.1973;4,6;2,8
Vallersund;SN71650;04.1973;3;-1,4
Vallersund;SN71650;05.1973;8,3;-0,5
Vallersund;SN71650;06.1973;11,6;0,1
Vallersund;SN71650;07.1973;13,7;0,8
Vallersund;SN71650;08.1973;12,3;-1
Vallersund;SN71650;09.1973;9,7;-0,8
Vallersund;SN71650;10.1973;5;-2,4
Vallersund;SN71650;11.1973;1,7;-1,4
Vallersund;SN71650;12.1973;0,7;-0,1
Vallersund;SN71650;01.1974;3,9;4,2
Vallersund;SN71650;02.1974;2,3;2,2
Vallersund;SN71650;03.1974;3,1;1,3
Vallersund;SN71650;04.1974;5,4;1
Vallersund;SN71650;05.1974;9,4;0,6
Vallersund;SN71650;06.1974;13,1;1,6
Vallersund;SN71650;07.1974;12,7;-0,2
Vallersund;SN71650;08.1974;13,3;0
Vallersund;SN71650;09.1974;12,1;1,6
Vallersund;SN71650;10.1974;5,6;-1,8
Vallersund;SN71650;11.1974;2,4;-0,7
Vallersund;SN71650;12.1974;2,7;1,9
Vennafjell;SN69070;06.1958;7,5;-0,9
Vennafjell;SN69070;07.1958;8,5;-1,3
Vennafjell;SN69070;08.1958;10,5;0,9
Vennafjell;SN69070;09.1958;8,5;2,7
Vennafjell;SN69070;10.1958;4,2;1,7
Vennafjell;SN69070;11.1958;1;3,4
Vennafjell;SN69070;12.1958;-6;-1,5
Vennafjell;SN69070;01.1959;-7,8;-2,1
Vennafjell;SN69070;02.1959;-2;3,4
Vennafjell;SN69070;03.1959;-0,6;3,2
Vennafjell;SN69070;04.1959;0,3;1,2
Vennafjell;SN69070;05.1959;3,9;-0,7
Vennafjell;SN69070;06.1959;8,6;0,2
Vennafjell;SN69070;07.1959;11;1,2
Vennafjell;SN69070;08.1959;10,5;0,9
Vennafjell;SN69070;09.1959;5,6;-0,2
Vennafjell;SN69070;10.1959;3,8;1,3
Vennafjell;SN69070;11.1959;-0,2;2,2
Vennafjell;SN69070;12.1959;-4;0,5
Vennafjell;SN69070;01.1960;-7,2;-1,5
Vennafjell;SN69070;02.1960;-7,8;-2,4
Vennafjell;SN69070;03.1960;-1,7;2,1
Vennafjell;SN69070;04.1960;-0,3;0,6
Vennafjell;SN69070;05.1960;5,5;0,9
Vennafjell;SN69070;06.1960;9,5;1,1
Vennafjell;SN69070;07.1960;10,7;0,9
Vennafjell;SN69070;08.1960;10,7;1,1
Vennafjell;SN69070;09.1960;7,3;1,5
Vennafjell;SN69070;10.1960;-0,5;-3
Vennafjell;SN69070;11.1960;-2,9;-0,5
Vennafjell;SN69070;12.1960;-5;-0,5
Vennafjell;SN69070;01.1961;-5;0,7
Vennafjell;SN69070;02.1961;-2,1;3,3
Vennafjell;SN69070;03.1961;-2,3;1,5
Vennafjell;SN69070;04.1961;-0,7;0,2
Vennafjell;SN69070;05.1961;3,4;-1,2
Vennafjell;SN69070;06.1961;8,2;-0,2
Vennafjell;SN69070;07.1961;9,5;-0,3
Vennafjell;SN69070;08.1961;8,7;-0,9
Vennafjell;SN69070;09.1961;7,8;2
Vennafjell;SN69070;10.1961;5,8;3,3
Vennafjell;SN69070;11.1961;-0,3;2,1
Vennafjell;SN69070;12.1961;-5,9;-1,4
Vennafjell;SN69070;01.1962;-4,6;1,1
Vennafjell;SN69070;02.1962;-4,8;0,6
Vennafjell;SN69070;03.1962;-7,4;-3,6
Vennafjell;SN69070;04.1962;-0,9;0
Vennafjell;SN69070;05.1962;2,1;-2,5
Vennafjell;SN69070;06.1962;4,9;-3,5
Vennafjell;SN69070;07.1962;8,2;-1,6
Vennafjell;SN69070;08.1962;8,3;-1,3
Vennafjell;SN69070;09.1962;5,3;-0,5
Vennafjell;SN69070;10.1962;3;0,5
Vennafjell;SN69070;11.1962;-2,8;-0,4
Vennafjell;SN69070;12.1962;-5,4;-0,9
Vennafjell;SN69070;01.1963;-6,5;-0,8
Vennafjell;SN69070;02.1963;-7,4;-2
Vennafjell;SN69070;03.1963;-4,6;-0,8
Vennafjell;SN69070;04.1963;0,5;1,4
Vennafjell;SN69070;05.1963;6,7;2,1
Vennafjell;SN69070;06.1963;9,4;1
Vennafjell;SN69070;07.1963;9,1;-0,7
Vennafjell;SN69070;08.1963;11,6;2
Vennafjell;SN69070;09.1963;6,8;1
Vennafjell;SN69070;10.1963;2,7;0,2
Vennafjell;SN69070;11.1963;-2,9;-0,5
Vennafjell;SN69070;12.1963;-3;1,5
Vennafjell;SN69070;01.1964;-2,3;3,4
Vennafjell;SN69070;02.1964;-5,4;0
Vennafjell;SN69070;03.1964;-2,6;1,2
Vennafjell;SN69070;04.1964;0,8;1,7
Vennafjell;SN69070;05.1964;5,1;0,5
Vennafjell;SN69070;06.1964;6,6;-1,8
Vennafjell;SN69070;07.1964;8,6;-1,2
Vennafjell;SN69070;08.1964;8,2;-1,4
Vennafjell;SN69070;09.1964;4,8;-1
Vennafjell;SN69070;10.1964;3,5;1
Vennafjell;SN69070;11.1964;-2,1;0,3
Vennafjell;SN69070;12.1964;-4,1;0,4
Vennafjell;SN69070;01.1965;-6,1;-0,4
Vennafjell;SN69070;02.1965;-5;0,4
Vennafjell;SN69070;03.1965;-4,3;-0,5
Vennafjell;SN69070;04.1965;0,1;1
Vennafjell;SN69070;05.1965;2,5;-2,1
Vennafjell;SN69070;06.1965;8;-0,4
Vennafjell;SN69070;07.1965;8,1;-1,7
Vennafjell;SN69070;08.1965;8,7;-0,9
Vennafjell;SN69070;09.1965;8,1;2,3
Vennafjell;SN69070;10.1965;4,1;1,6
Vennafjell;SN69070;11.1965;-5,1;-2,7
Vennafjell;SN69070;12.1965;-8,6;-4,1
Vennafjell;SN69070;01.1966;-8,3;-2,6
Vennafjell;SN69070;02.1966;-10,7;-5,3
Vennafjell;SN69070;03.1966;-4,9;-1,1
Vennafjell;SN69070;04.1966;-3,2;-2,3
Vennafjell;SN69070;05.1966;3,4;-1,2
Vennafjell;SN69070;06.1966;11,5;3,1
Vennafjell;SN69070;07.1966;9,1;-0,7
Vennafjell;SN69070;08.1966;9,2;-0,4
Vennafjell;SN69070;09.1966;3,9;-1,9
Vennafjell;SN69070;10.1966;1,9;-0,6
Vennafjell;SN69070;11.1966;-2,6;-0,2
Vennafjell;SN69070;12.1966;-5,1;-0,6
Vennafjell;SN69070;01.1967;-7,6;-1,9
Vennafjell;SN69070;02.1967;-4,1;1,3
Vennafjell;SN69070;03.1967;-2,4;1,4
Vennafjell;SN69070;04.1967;-1,8;-0,9
Vennafjell;SN69070;05.1967;3,7;-0,9
Vennafjell;SN69070;06.1967;6,7;-1,7
Vennafjell;SN69070;07.1967;9,5;-0,3
Vennafjell;SN69070;08.1967;9,6;0
Vennafjell;SN69070;09.1967;8,8;3
Vennafjell;SN69070;10.1967;1,8;-0,7
Vennafjell;SN69070;11.1967;0,1;2,5
Vennafjell;SN69070;12.1967;-6,6;-2,1
Vennafjell;SN69070;01.1968;-6,9;-1,2
Vennafjell;SN69070;02.1968;-6;-0,6
Vennafjell;SN69070;03.1968;-3,8;0
Vennafjell;SN69070;04.1968;0,1;1
Vennafjell;SN69070;05.1968;1,8;-2,8
Vennafjell;SN69070;06.1968;9,3;0,9
Vennafjell;SN69070;07.1968;9,2;-0,6
Vennafjell;SN69070;08.1968;9,3;-0,3
Vennafjell;SN69070;09.1968;7,3;1,5
Vennafjell;SN69070;10.1968;-0,6;-3,1
Vennafjell;SN69070;11.1968;-2,8;-0,4
Vennafjell;SN69070;12.1968;-3,5;1
Vennafjell;SN69070;01.1969;-5,4;0,3
Vennafjell;SN69070;02.1969;-9,4;-4
Vennafjell;SN69070;03.1969;-5,2;-1,4
Vennafjell;SN69070;04.1969;0;0,9
Vennafjell;SN69070;05.1969;5,4;0,8
Vennafjell;SN69070;06.1969;11;2,6
Vennafjell;SN69070;07.1969;9,8;0
Vennafjell;SN69070;08.1969;14,8;5,2
Vennafjell;SN69070;09.1969;5,2;-0,6
Vennafjell;SN69070;10.1969;3,1;0,6
Vennafjell;SN69070;11.1969;-4,8;-2,4
Vennafjell;SN69070;12.1969;-5,7;-1,2
Vennafjell;SN69070;01.1970;-7,9;-2,2
Vennafjell;SN69070;02.1970;-10,4;-5
