Navn;Stasjon;Tid(norsk normaltid);Homogenisert middeltemperatur (mnd);Homogenisert middeltemperatur, avvik fra normalen 1961-1990 (mnd)
Nordøyan Fyr;SN75410;01.1959;-1,2;-1,7
Nordøyan Fyr;SN75410;02.1959;4,3;3,8
Nordøyan Fyr;SN75410;03.1959;4,7;3
Nordøyan Fyr;SN75410;04.1959;4,6;0,9
Nordøyan Fyr;SN75410;05.1959;6,8;-0,8
Nordøyan Fyr;SN75410;06.1959;9,8;-0,4
Nordøyan Fyr;SN75410;07.1959;12,1;0,1
Nordøyan Fyr;SN75410;08.1959;13;0,5
Nordøyan Fyr;SN75410;09.1959;10,2;0,1
Nordøyan Fyr;SN75410;10.1959;8,4;1,1
Nordøyan Fyr;SN75410;11.1959;5,3;1,6
Nordøyan Fyr;SN75410;12.1959;2,4;0,8
Nordøyan Fyr;SN75410;01.1960;0,2;-0,3
Nordøyan Fyr;SN75410;02.1960;-1,4;-1,9
Nordøyan Fyr;SN75410;03.1960;3,5;1,8
Nordøyan Fyr;SN75410;04.1960;5;1,3
Nordøyan Fyr;SN75410;05.1960;7,5;-0,1
Nordøyan Fyr;SN75410;06.1960;9,8;-0,4
Nordøyan Fyr;SN75410;07.1960;13,6;1,6
Nordøyan Fyr;SN75410;08.1960;13,6;1,1
Nordøyan Fyr;SN75410;09.1960;11,4;1,3
Nordøyan Fyr;SN75410;10.1960;4,9;-2,4
Nordøyan Fyr;SN75410;11.1960;2,9;-0,8
Nordøyan Fyr;SN75410;12.1960;1,3;-0,3
Nordøyan Fyr;SN75410;01.1961;1,6;1,1
Nordøyan Fyr;SN75410;02.1961;2,7;2,2
Nordøyan Fyr;SN75410;03.1961;2,6;0,9
Nordøyan Fyr;SN75410;04.1961;3,2;-0,5
Nordøyan Fyr;SN75410;05.1961;7,5;-0,1
Nordøyan Fyr;SN75410;06.1961;10,4;0,2
Nordøyan Fyr;SN75410;07.1961;12,5;0,5
Nordøyan Fyr;SN75410;08.1961;12,8;0,3
Nordøyan Fyr;SN75410;09.1961;11,4;1,3
Nordøyan Fyr;SN75410;10.1961;10,3;3
Nordøyan Fyr;SN75410;11.1961;6,1;2,4
Nordøyan Fyr;SN75410;12.1961;0,8;-0,8
Nordøyan Fyr;SN75410;01.1962;1,2;0,7
Nordøyan Fyr;SN75410;02.1962;1,5;1
Nordøyan Fyr;SN75410;03.1962;-1,2;-2,9
Nordøyan Fyr;SN75410;04.1962;4;0,3
Nordøyan Fyr;SN75410;05.1962;6,7;-0,9
Nordøyan Fyr;SN75410;06.1962;8,4;-1,8
Nordøyan Fyr;SN75410;07.1962;10,5;-1,5
Nordøyan Fyr;SN75410;08.1962;12,2;-0,3
Nordøyan Fyr;SN75410;09.1962;10,2;0,1
Nordøyan Fyr;SN75410;10.1962;7,8;0,5
Nordøyan Fyr;SN75410;11.1962;3,6;-0,1
Nordøyan Fyr;SN75410;12.1962;1,1;-0,5
Nordøyan Fyr;SN75410;01.1963;0,6;0,1
Nordøyan Fyr;SN75410;02.1963;-0,9;-1,4
Nordøyan Fyr;SN75410;03.1963;0,8;-0,9
Nordøyan Fyr;SN75410;04.1963;4,6;0,9
Nordøyan Fyr;SN75410;05.1963;9,2;1,6
Nordøyan Fyr;SN75410;06.1963;10,5;0,3
Nordøyan Fyr;SN75410;07.1963;11,5;-0,5
Nordøyan Fyr;SN75410;08.1963;14,7;2,2
Nordøyan Fyr;SN75410;09.1963;11,4;1,3
Nordøyan Fyr;SN75410;10.1963;8,1;0,8
Nordøyan Fyr;SN75410;11.1963;2,8;-0,9
Nordøyan Fyr;SN75410;12.1963;3,4;1,8
Nordøyan Fyr;SN75410;01.1964;3,7;3,2
Nordøyan Fyr;SN75410;02.1964;0,4;-0,1
Nordøyan Fyr;SN75410;03.1964;3,2;1,5
Nordøyan Fyr;SN75410;04.1964;4,8;1,1
Nordøyan Fyr;SN75410;05.1964;7,6;0
Nordøyan Fyr;SN75410;06.1964;8,8;-1,4
Nordøyan Fyr;SN75410;07.1964;11,4;-0,6
Nordøyan Fyr;SN75410;08.1964;11,5;-1
Nordøyan Fyr;SN75410;09.1964;9;-1,1
Nordøyan Fyr;SN75410;10.1964;8,4;1,1
Nordøyan Fyr;SN75410;11.1964;3,9;0,2
Nordøyan Fyr;SN75410;12.1964;2,5;0,9
Nordøyan Fyr;SN75410;01.1965;0,1;-0,4
Nordøyan Fyr;SN75410;02.1965;1,3;0,8
Nordøyan Fyr;SN75410;03.1965;1,6;-0,1
Nordøyan Fyr;SN75410;04.1965;5,1;1,4
Nordøyan Fyr;SN75410;08.1965;10,9;-1,6
Nordøyan Fyr;SN75410;09.1965;11,9;1,8
Nordøyan Fyr;SN75410;10.1965;8,7;1,4
Nordøyan Fyr;SN75410;11.1965;1,4;-2,3
Nordøyan Fyr;SN75410;12.1965;-1,7;-3,3
Nordøyan Fyr;SN75410;01.1966;-2,2;-2,7
Nordøyan Fyr;SN75410;02.1966;-5,1;-5,6
Nordøyan Fyr;SN75410;03.1966;-0,2;-1,9
Nordøyan Fyr;SN75410;04.1966;1,6;-2,1
Nordøyan Fyr;SN75410;08.1966;12,1;-0,4
Nordøyan Fyr;SN75410;09.1966;8,5;-1,6
Nordøyan Fyr;SN75410;10.1966;6,3;-1
Nordøyan Fyr;SN75410;11.1966;3,9;0,2
Nordøyan Fyr;SN75410;12.1966;1,2;-0,4
Nordøyan Fyr;SN75410;01.1967;-1,4;-1,9
Nordøyan Fyr;SN75410;02.1967;1,8;1,3
Nordøyan Fyr;SN75410;03.1967;2,8;1,1
Nordøyan Fyr;SN75410;04.1967;3,2;-0,5
Nordøyan Fyr;SN75410;08.1967;12,2;-0,3
Nordøyan Fyr;SN75410;09.1967;12,2;2,1
Nordøyan Fyr;SN75410;10.1967;7,1;-0,2
Nordøyan Fyr;SN75410;11.1967;6,2;2,5
Nordøyan Fyr;SN75410;12.1967;-0,6;-2,2
Nordøyan Fyr;SN75410;01.1968;-0,1;-0,6
Nordøyan Fyr;SN75410;02.1968;0;-0,5
Nordøyan Fyr;SN75410;03.1968;1,7;0
Nordøyan Fyr;SN75410;04.1968;4;0,3
Nordøyan Fyr;SN75410;08.1968;11,8;-0,7
Nordøyan Fyr;SN75410;09.1968;10,3;0,2
Nordøyan Fyr;SN75410;10.1968;4,8;-2,5
Nordøyan Fyr;SN75410;11.1968;2,7;-1
Nordøyan Fyr;SN75410;12.1968;3,1;1,5
Nordøyan Fyr;SN75410;01.1969;0,7;0,2
Nordøyan Fyr;SN75410;02.1969;-2,5;-3
Nordøyan Fyr;SN75410;03.1969;1,1;-0,6
Nordøyan Fyr;SN75410;04.1969;4,6;0,9
Nordøyan Fyr;SN75410;08.1969;16,1;3,6
Nordøyan Fyr;SN75410;09.1969;9,7;-0,4
Nordøyan Fyr;SN75410;10.1969;7,7;0,4
Nordøyan Fyr;SN75410;11.1969;1,8;-1,9
Nordøyan Fyr;SN75410;12.1969;0,7;-0,9
Nordøyan Fyr;SN75410;01.1970;-1,5;-2
Nordøyan Fyr;SN75410;02.1970;-3;-3,5
Nordøyan Fyr;SN75410;03.1970;1,3;-0,4
Nordøyan Fyr;SN75410;04.1970;3,3;-0,4
Nordøyan Fyr;SN75410;08.1970;13,1;0,6
Nordøyan Fyr;SN75410;09.1970;10,3;0,2
Nordøyan Fyr;SN75410;10.1970;7,4;0,1
Nordøyan Fyr;SN75410;11.1970;1,9;-1,8
Nordøyan Fyr;SN75410;12.1970;3,4;1,8
Nordøyan Fyr;SN75410;01.1971;2,3;1,8
Nordøyan Fyr;SN75410;02.1971;1;0,5
Nordøyan Fyr;SN75410;03.1971;-0,9;-2,6
Nordøyan Fyr;SN75410;04.1971;3,4;-0,3
Nordøyan Fyr;SN75410;08.1971;12,1;-0,4
Nordøyan Fyr;SN75410;09.1971;9,7;-0,4
Nordøyan Fyr;SN75410;10.1971;6,8;-0,5
Nordøyan Fyr;SN75410;11.1971;2,1;-1,6
Nordøyan Fyr;SN75410;12.1971;4,2;2,6
Nordøyan Fyr;SN75410;01.1972;-0,1;-0,6
Nordøyan Fyr;SN75410;02.1972;1,1;0,6
Nordøyan Fyr;SN75410;03.1972;2,5;0,8
Nordøyan Fyr;SN75410;04.1972;4,2;0,5
Nordøyan Fyr;SN75410;08.1972;12,7;0,2
Nordøyan Fyr;SN75410;09.1972;9,3;-0,8
Nordøyan Fyr;SN75410;10.1972;7,3;0
Nordøyan Fyr;SN75410;11.1972;4;0,3
Nordøyan Fyr;SN75410;12.1972;5,6;4
Nordøyan Fyr;SN75410;01.1973;4;3,5
Nordøyan Fyr;SN75410;02.1973;1,2;0,7
Nordøyan Fyr;SN75410;03.1973;4,1;2,4
Nordøyan Fyr;SN75410;04.1973;2,6;-1,1
Nordøyan Fyr;SN75410;08.1973;11;-1,5
Nordøyan Fyr;SN75410;09.1973;9,1;-1
Nordøyan Fyr;SN75410;10.1973;5;-2,3
Nordøyan Fyr;SN75410;11.1973;2,4;-1,3
Nordøyan Fyr;SN75410;12.1973;1;-0,6
Nordøyan Fyr;SN75410;01.1974;3,6;3,1
Nordøyan Fyr;SN75410;02.1974;2,2;1,7
Nordøyan Fyr;SN75410;03.1974;2,9;1,2
Nordøyan Fyr;SN75410;04.1974;4,6;0,9
Nordøyan Fyr;SN75410;08.1974;13;0,5
Nordøyan Fyr;SN75410;09.1974;11,8;1,7
Nordøyan Fyr;SN75410;10.1974;6,6;-0,7
Nordøyan Fyr;SN75410;11.1974;3,2;-0,5
Nordøyan Fyr;SN75410;12.1974;3,1;1,5
Nordøyan Fyr;SN75410;01.1975;2,5;2
Nordøyan Fyr;SN75410;02.1975;3,7;3,2
Nordøyan Fyr;SN75410;03.1975;3,3;1,6
Nordøyan Fyr;SN75410;04.1975;3,5;-0,2
Nordøyan Fyr;SN75410;08.1975;12,4;-0,1
Nordøyan Fyr;SN75410;09.1975;10,1;0
Nordøyan Fyr;SN75410;10.1975;7,9;0,6
Nordøyan Fyr;SN75410;11.1975;5,6;1,9
Nordøyan Fyr;SN75410;12.1975;2;0,4
Nordøyan Fyr;SN75410;01.1976;0,3;-0,2
Nordøyan Fyr;SN75410;02.1976;2,6;2,1
Nordøyan Fyr;SN75410;03.1976;0,6;-1,1
Nordøyan Fyr;SN75410;04.1976;2,9;-0,8
Nordøyan Fyr;SN75410;08.1976;11,9;-0,6
Nordøyan Fyr;SN75410;09.1976;7,7;-2,4
Nordøyan Fyr;SN75410;10.1976;6,6;-0,7
Nordøyan Fyr;SN75410;11.1976;4,3;0,6
Nordøyan Fyr;SN75410;12.1976;0,4;-1,2
Nordøyan Fyr;SN75410;01.1977;-0,5;-1
Nordøyan Fyr;SN75410;02.1977;-1,5;-2
Nordøyan Fyr;SN75410;03.1977;2,6;0,9
Nordøyan Fyr;SN75410;04.1977;1,8;-1,9
Nordøyan Fyr;SN75410;08.1977;12,3;-0,2
Nordøyan Fyr;SN75410;09.1977;8,6;-1,5
Nordøyan Fyr;SN75410;10.1977;7,8;0,5
Nordøyan Fyr;SN75410;11.1977;4,4;0,7
Nordøyan Fyr;SN75410;12.1977;3,5;1,9
Nordøyan Fyr;SN75410;01.1978;0,5;0
Nordøyan Fyr;SN75410;02.1978;-2,4;-2,9
Nordøyan Fyr;SN75410;03.1978;0,9;-0,8
Nordøyan Fyr;SN75410;04.1978;2,9;-0,8
Nordøyan Fyr;SN75410;08.1978;12;-0,5
Nordøyan Fyr;SN75410;09.1978;9,5;-0,6
Nordøyan Fyr;SN75410;10.1978;6,4;-0,9
Nordøyan Fyr;SN75410;11.1978;4,1;0,4
Nordøyan Fyr;SN75410;12.1978;-2,9;-4,5
Nordøyan Fyr;SN75410;01.1979;-2,1;-2,6
Nordøyan Fyr;SN75410;02.1979;0;-0,5
Nordøyan Fyr;SN75410;03.1979;1,4;-0,3
Nordøyan Fyr;SN75410;04.1979;3,5;-0,2
Nordøyan Fyr;SN75410;08.1979;12,2;-0,3
Nordøyan Fyr;SN75410;09.1979;8,9;-1,2
Nordøyan Fyr;SN75410;10.1979;6,6;-0,7
Nordøyan Fyr;SN75410;11.1979;3,5;-0,2
Nordøyan Fyr;SN75410;12.1979;1,4;-0,2
Nordøyan Fyr;SN75410;01.1980;-1;-1,5
Nordøyan Fyr;SN75410;02.1980;0,3;-0,2
Nordøyan Fyr;SN75410;03.1980;1,1;-0,6
Nordøyan Fyr;SN75410;04.1980;4,4;0,7
Nordøyan Fyr;SN75410;08.1980;13,1;0,6
Nordøyan Fyr;SN75410;09.1980;11,2;1,1
Nordøyan Fyr;SN75410;10.1980;5,7;-1,6
Nordøyan Fyr;SN75410;11.1980;1,9;-1,8
Nordøyan Fyr;SN75410;12.1980;0,3;-1,3
Nordøyan Fyr;SN75410;01.1981;0;-0,5
Nordøyan Fyr;SN75410;02.1981;0,4;-0,1
Nordøyan Fyr;SN75410;03.1981;-0,9;-2,6
Nordøyan Fyr;SN75410;04.1981;3;-0,7
Nordøyan Fyr;SN75410;08.1981;11,5;-1
Nordøyan Fyr;SN75410;09.1981;11,1;1
Nordøyan Fyr;SN75410;10.1981;6,8;-0,5
Nordøyan Fyr;SN75410;11.1981;2,6;-1,1
Nordøyan Fyr;SN75410;12.1981;-3,1;-4,7
Nordøyan Fyr;SN75410;01.1982;-1,4;-1,9
Nordøyan Fyr;SN75410;02.1982;2,5;2
Nordøyan Fyr;SN75410;03.1982;2,9;1,2
Nordøyan Fyr;SN75410;04.1982;3,7;0
Nordøyan Fyr;SN75410;08.1982;12,6;0,1
Nordøyan Fyr;SN75410;09.1982;9,7;-0,4
Nordøyan Fyr;SN75410;10.1982;8;0,7
Nordøyan Fyr;SN75410;11.1982;4,6;0,9
Nordøyan Fyr;SN75410;12.1982;3,2;1,6
Nordøyan Fyr;SN75410;01.1983;2,3;1,8
Nordøyan Fyr;SN75410;02.1983;1,7;1,2
Nordøyan Fyr;SN75410;03.1983;1,8;0,1
Nordøyan Fyr;SN75410;04.1983;4,7;1
Nordøyan Fyr;SN75410;08.1983;10,8;-1,7
Nordøyan Fyr;SN75410;09.1983;10,4;0,3
Nordøyan Fyr;SN75410;10.1983;6,4;-0,9
Nordøyan Fyr;SN75410;11.1983;2,9;-0,8
Nordøyan Fyr;SN75410;12.1983;2,1;0,5
Nordøyan Fyr;SN75410;01.1984;-0,5;-1
Nordøyan Fyr;SN75410;02.1984;2,3;1,8
Nordøyan Fyr;SN75410;03.1984;1;-0,7
Nordøyan Fyr;SN75410;04.1984;4,7;1
Nordøyan Fyr;SN75410;08.1984;12;-0,5
Nordøyan Fyr;SN75410;09.1984;9,8;-0,3
Nordøyan Fyr;SN75410;10.1984;7,5;0,2
Nordøyan Fyr;SN75410;11.1984;5,2;1,5
Nordøyan Fyr;SN75410;12.1984;3,8;2,2
Nordøyan Fyr;SN75410;01.1985;-2;-2,5
Nordøyan Fyr;SN75410;02.1985;-3,2;-3,7
Nordøyan Fyr;SN75410;03.1985;1,7;0
Nordøyan Fyr;SN75410;04.1985;2,8;-0,9
Nordøyan Fyr;SN75410;08.1985;13,9;1,4
Nordøyan Fyr;SN75410;09.1985;9,5;-0,6
Nordøyan Fyr;SN75410;10.1985;8,3;1
Nordøyan Fyr;SN75410;11.1985;2;-1,7
Nordøyan Fyr;SN75410;12.1985;-0,9;-2,5
Nordøyan Fyr;SN75410;01.1986;-3,1;-3,6
Nordøyan Fyr;SN75410;02.1986;0,5;0
Nordøyan Fyr;SN75410;03.1986;3,2;1,5
Nordøyan Fyr;SN75410;04.1986;2,5;-1,2
Nordøyan Fyr;SN75410;08.1986;12,5;0
Nordøyan Fyr;SN75410;09.1986;8,4;-1,7
Nordøyan Fyr;SN75410;10.1986;7,3;0
Nordøyan Fyr;SN75410;11.1986;5,3;1,6
Nordøyan Fyr;SN75410;12.1986;-1,1;-2,7
Nordøyan Fyr;SN75410;01.1987;-2,6;-3,1
Nordøyan Fyr;SN75410;02.1987;-0,6;-1,1
Nordøyan Fyr;SN75410;03.1987;0;-1,7
Nordøyan Fyr;SN75410;04.1987;4,6;0,9
Nordøyan Fyr;SN75410;08.1987;10,8;-1,7
Nordøyan Fyr;SN75410;09.1987;9,8;-0,3
Nordøyan Fyr;SN75410;10.1987;9,6;2,3
Nordøyan Fyr;SN75410;11.1987;4,7;1
Nordøyan Fyr;SN75410;12.1987;2,8;1,2
Nordøyan Fyr;SN75410;01.1988;2;1,5
Nordøyan Fyr;SN75410;02.1988;0,5;0
Nordøyan Fyr;SN75410;03.1988;0,8;-0,9
Nordøyan Fyr;SN75410;04.1988;2,2;-1,5
Nordøyan Fyr;SN75410;08.1988;14,1;1,6
Nordøyan Fyr;SN75410;09.1988;11,8;1,7
Nordøyan Fyr;SN75410;10.1988;7,4;0,1
Nordøyan Fyr;SN75410;11.1988;3,3;-0,4
Nordøyan Fyr;SN75410;12.1988;2,5;0,9
Nordøyan Fyr;SN75410;01.1989;4,7;4,2
Nordøyan Fyr;SN75410;02.1989;2,9;2,4
Nordøyan Fyr;SN75410;03.1989;3,8;2,1
Nordøyan Fyr;SN75410;04.1989;5,3;1,6
Nordøyan Fyr;SN75410;08.1989;13,2;0,7
Nordøyan Fyr;SN75410;09.1989;10,3;0,2
Nordøyan Fyr;SN75410;10.1989;7,3;0
Nordøyan Fyr;SN75410;11.1989;5,5;1,8
Nordøyan Fyr;SN75410;12.1989;2;0,4
Nordøyan Fyr;SN75410;01.1990;2,4;1,9
Nordøyan Fyr;SN75410;02.1990;4,5;4
Nordøyan Fyr;SN75410;03.1990;3,4;1,7
Nordøyan Fyr;SN75410;04.1990;5,1;1,4
Nordøyan Fyr;SN75410;08.1990;13,6;1,1
Nordøyan Fyr;SN75410;09.1990;11;0,9
Nordøyan Fyr;SN75410;10.1990;8,4;1,1
Nordøyan Fyr;SN75410;11.1990;4,3;0,6
Nordøyan Fyr;SN75410;12.1990;4,2;2,6
Nordøyan Fyr;SN75410;01.1991;3,5;3
Nordøyan Fyr;SN75410;02.1991;0,3;-0,2
Nordøyan Fyr;SN75410;03.1991;3,4;1,7
Nordøyan Fyr;SN75410;04.1991;5,3;1,6
Nordøyan Fyr;SN75410;08.1991;13,8;1,3
Nordøyan Fyr;SN75410;09.1991;9,7;-0,4
Nordøyan Fyr;SN75410;10.1991;7,6;0,3
Nordøyan Fyr;SN75410;11.1991;5,4;1,7
Nordøyan Fyr;SN75410;12.1991;4,1;2,5
Nordøyan Fyr;SN75410;01.1992;4;3,5
Nordøyan Fyr;SN75410;02.1992;3;2,5
Nordøyan Fyr;SN75410;03.1992;3,4;1,7
Nordøyan Fyr;SN75410;04.1992;2,7;-1
Nordøyan Fyr;SN75410;08.1992;12,9;0,4
Nordøyan Fyr;SN75410;09.1992;11,6;1,5
Nordøyan Fyr;SN75410;10.1992;3,4;-3,9
Nordøyan Fyr;SN75410;11.1992;3,2;-0,5
Nordøyan Fyr;SN75410;12.1992;4,7;3,1
Nordøyan Fyr;SN75410;01.1993;3,1;2,6
Nordøyan Fyr;SN75410;02.1993;2,5;2
Nordøyan Fyr;SN75410;03.1993;2,9;1,2
Nordøyan Fyr;SN75410;04.1993;4,8;1,1
Nordøyan Fyr;SN75410;08.1993;12,4;-0,1
Nordøyan Fyr;SN75410;09.1993;9,9;-0,2
Nordøyan Fyr;SN75410;10.1993;5,8;-1,5
Nordøyan Fyr;SN75410;11.1993;4;0,3
Nordøyan Fyr;SN75410;12.1993;1,3;-0,3
Nordøyan Fyr;SN75410;01.1994;-0,4;-0,9
Nordøyan Fyr;SN75410;02.1994;-1,4;-1,9
Nordøyan Fyr;SN75410;03.1994;1,6;-0,1
Nordøyan Fyr;SN75410;04.1994;4,7;1
Nordøyan Fyr;SN75410;08.1994;14;1,5
Nordøyan Fyr;SN75410;09.1994;10,8;0,7
Nordøyan Fyr;SN75410;10.1994;5,6;-1,7
Nordøyan Fyr;SN75410;11.1994;3,9;0,2
Nordøyan Fyr;SN75410;12.1994;4;2,4
Nordøyan Fyr;SN75410;01.1995;2,4;1,9
Nordøyan Fyr;SN75410;02.1995;2,3;1,8
Nordøyan Fyr;SN75410;03.1995;2,6;0,9
Nordøyan Fyr;SN75410;04.1995;2,7;-1
Nordøyan Fyr;SN75410;08.1995;11,3;-1,2
Nordøyan Fyr;SN75410;09.1995;10,8;0,7
Nordøyan Fyr;SN75410;10.1995;7,9;0,6
Nordøyan Fyr;SN75410;11.1995;3,4;-0,3
Nordøyan Fyr;SN75410;12.1995;1,4;-0,2
Nordøyan Fyr;SN75410;01.1996;2,8;2,3
Nordøyan Fyr;SN75410;02.1996;-1,2;-1,7
Nordøyan Fyr;SN75410;03.1996;2,1;0,4
Nordøyan Fyr;SN75410;04.1996;4,3;0,6
Nordøyan Fyr;SN75410;07.1996;11,6;-0,4
Nordøyan Fyr;SN75410;08.1996;15,2;2,7
Nordøyan Fyr;SN75410;09.1996;10,4;0,3
Nordøyan Fyr;SN75410;10.1996;8,2;0,9
Nordøyan Fyr;SN75410;11.1996;2,3;-1,4
Nordøyan Fyr;SN75410;12.1996;1,7;0,1
Nordøyan Fyr;SN75410;01.1997;3,1;2,6
Nordøyan Fyr;SN75410;02.1997;1,6;1,1
Nordøyan Fyr;SN75410;03.1997;2,4;0,7
Nordøyan Fyr;SN75410;04.1997;2,3;-1,4
Nordøyan Fyr;SN75410;05.1997;6,4;-1,2
Nordøyan Fyr;SN75410;06.1997;12,1;1,9
Nordøyan Fyr;SN75410;07.1997;14;2
Nordøyan Fyr;SN75410;08.1997;15,1;2,6
Nordøyan Fyr;SN75410;09.1997;11,7;1,6
Nordøyan Fyr;SN75410;10.1997;6,2;-1,1
Nordøyan Fyr;SN75410;11.1997;3,6;-0,1
Nordøyan Fyr;SN75410;12.1997;2,7;1,1
Nordøyan Fyr;SN75410;01.1998;2,7;2,2
Nordøyan Fyr;SN75410;02.1998;2,5;2
Nordøyan Fyr;SN75410;03.1998;1,6;-0,1
Nordøyan Fyr;SN75410;04.1998;3,7;0
Nordøyan Fyr;SN75410;05.1998;7,1;-0,5
Nordøyan Fyr;SN75410;06.1998;10,4;0,2
Nordøyan Fyr;SN75410;07.1998;13,5;1,5
Nordøyan Fyr;SN75410;08.1998;12,9;0,4
Nordøyan Fyr;SN75410;09.1998;12,2;2,1
Nordøyan Fyr;SN75410;10.1998;7,4;0,1
Nordøyan Fyr;SN75410;11.1998;3,2;-0,5
Nordøyan Fyr;SN75410;12.1998;3,2;1,6
Nordøyan Fyr;SN75410;01.1999;0,6;0,1
Nordøyan Fyr;SN75410;02.1999;1,6;1,1
Nordøyan Fyr;SN75410;03.1999;2;0,3
Nordøyan Fyr;SN75410;04.1999;4,8;1,1
Nordøyan Fyr;SN75410;05.1999;7;-0,6
Nordøyan Fyr;SN75410;06.1999;11,1;0,9
Nordøyan Fyr;SN75410;07.1999;12,3;0,3
Nordøyan Fyr;SN75410;08.1999;11,9;-0,6
Nordøyan Fyr;SN75410;09.1999;12,8;2,7
Nordøyan Fyr;SN75410;10.1999;8,2;0,9
Nordøyan Fyr;SN75410;11.1999;6,5;2,8
Nordøyan Fyr;SN75410;12.1999;0,6;-1
Nordøyan Fyr;SN75410;01.2000;2,5;2
Nordøyan Fyr;SN75410;02.2000;2,3;1,8
Nordøyan Fyr;SN75410;03.2000;1,3;-0,4
Nordøyan Fyr;SN75410;04.2000;3,9;0,2
Nordøyan Fyr;SN75410;05.2000;8,1;0,5
Nordøyan Fyr;SN75410;06.2000;8,3;-1,9
Nordøyan Fyr;SN75410;07.2000;11,2;-0,8
Nordøyan Fyr;SN75410;08.2000;11,6;-0,9
Nordøyan Fyr;SN75410;09.2000;11,1;1
Nordøyan Fyr;SN75410;10.2000;9,8;2,5
Nordøyan Fyr;SN75410;11.2000;6,5;2,8
Nordøyan Fyr;SN75410;12.2000;3,2;1,6
Nordøyan Fyr;SN75410;01.2001;3,3;2,8
Nordøyan Fyr;SN75410;02.2001;-2,4;-2,9
Nordøyan Fyr;SN75410;03.2001;-0,4;-2,1
Nordøyan Fyr;SN75410;04.2001;3,9;0,2
Nordøyan Fyr;SN75410;05.2001;6,7;-0,9
Nordøyan Fyr;SN75410;06.2001;9,5;-0,7
Nordøyan Fyr;SN75410;07.2001;11,7;-0,3
Nordøyan Fyr;SN75410;08.2001;12,7;0,2
Nordøyan Fyr;SN75410;09.2001;11,7;1,6
Nordøyan Fyr;SN75410;10.2001;9;1,7
Nordøyan Fyr;SN75410;11.2001;4,7;1
Nordøyan Fyr;SN75410;12.2001;2,1;0,5
Nordøyan Fyr;SN75410;01.2002;2,3;1,8
Nordøyan Fyr;SN75410;02.2002;2,5;2
Nordøyan Fyr;SN75410;03.2002;2,5;0,8
Nordøyan Fyr;SN75410;04.2002;6,3;2,6
Nordøyan Fyr;SN75410;05.2002;10,1;2,5
Nordøyan Fyr;SN75410;06.2002;14,2;4
Nordøyan Fyr;SN75410;07.2002;14,6;2,6
Nordøyan Fyr;SN75410;08.2002;15,8;3,3
Nordøyan Fyr;SN75410;09.2002;11,5;1,4
Nordøyan Fyr;SN75410;10.2002;5;-2,3
Nordøyan Fyr;SN75410;11.2002;1,6;-2,1
Nordøyan Fyr;SN75410;12.2002;1,2;-0,4
Nordøyan Fyr;SN75410;01.2003;0;-0,5
Nordøyan Fyr;SN75410;02.2003;3,4;2,9
Nordøyan Fyr;SN75410;03.2003;4,2;2,5
Nordøyan Fyr;SN75410;04.2003;4,4;0,7
Nordøyan Fyr;SN75410;05.2003;8;0,4
Nordøyan Fyr;SN75410;06.2003;11,2;1
Nordøyan Fyr;SN75410;07.2003;15,4;3,4
Nordøyan Fyr;SN75410;08.2003;14,6;2,1
Nordøyan Fyr;SN75410;09.2003;11,4;1,3
Nordøyan Fyr;SN75410;10.2003;6,3;-1
Nordøyan Fyr;SN75410;11.2003;5,5;1,8
Nordøyan Fyr;SN75410;12.2003;3,4;1,8
Nordøyan Fyr;SN75410;01.2004;0,5;0
Nordøyan Fyr;SN75410;02.2004;1,7;1,2
Nordøyan Fyr;SN75410;03.2004;3,5;1,8
Nordøyan Fyr;SN75410;04.2004;6,6;2,9
Nordøyan Fyr;SN75410;05.2004;7,9;0,3
Nordøyan Fyr;SN75410;06.2004;9,7;-0,5
Nordøyan Fyr;SN75410;07.2004;12,7;0,7
Nordøyan Fyr;SN75410;08.2004;14,2;1,7
Nordøyan Fyr;SN75410;09.2004;11,3;1,2
Nordøyan Fyr;SN75410;10.2004;8,2;0,9
Nordøyan Fyr;SN75410;11.2004;4;0,3
Nordøyan Fyr;SN75410;12.2004;4,6;3
Nordøyan Fyr;SN75410;01.2005;3,6;3,1
Nordøyan Fyr;SN75410;02.2005;1,5;1
Nordøyan Fyr;SN75410;03.2005;1,5;-0,2
Nordøyan Fyr;SN75410;04.2005;5,5;1,8
Nordøyan Fyr;SN75410;05.2005;6,9;-0,7
Nordøyan Fyr;SN75410;06.2005;10,2;0
Nordøyan Fyr;SN75410;07.2005;13,8;1,8
Nordøyan Fyr;SN75410;08.2005;12,6;0,1
Nordøyan Fyr;SN75410;09.2005;10,5;0,4
Nordøyan Fyr;SN75410;10.2005;9;1,7
Nordøyan Fyr;SN75410;11.2005;6,3;2,6
Nordøyan Fyr;SN75410;12.2005;2,5;0,9
Nordøyan Fyr;SN75410;01.2006;3,7;3,2
Nordøyan Fyr;SN75410;02.2006;1,6;1,1
Nordøyan Fyr;SN75410;03.2006;-1;-2,7
Nordøyan Fyr;SN75410;04.2006;4,9;1,2
Nordøyan Fyr;SN75410;05.2006;8,4;0,8
Nordøyan Fyr;SN75410;06.2006;10,1;-0,1
Nordøyan Fyr;SN75410;07.2006;13,6;1,6
Nordøyan Fyr;SN75410;08.2006;15,9;3,4
Nordøyan Fyr;SN75410;09.2006;12,9;2,8
