;species;kingdom;phylum;tempcat;N;Duration;bp1_lead_year;se.bp1_lead_year;bp2_lead_year;se.bp2_lead_year;bp1_tail_year;se.bp1_tail_year;bp2_tail_year;se.bp2_tail_year;bp1_lead_temp;se.bp1_lead_temp;bp2_lead_temp;se.bp2_lead_temp;bp1_tail_temp;se.bp1_tail_temp;bp2_tail_temp;se.bp2_tail_temp
104;Corallorhiza trifida;Plantae;Tracheophyta;semicold;30;64;NA;NA;NA;NA;1954.13212466088;2.5591757497583;1957.43568055017;4.37730366698473;NA;NA;NA;NA;3.06766008184098;0.213341758757763;3.34430000561936;0.383939315128281
105;Cornus suecica;Plantae;Tracheophyta;generalist;76;117;1967.57536495277;1.49790521168976;1969.84465909255;1.97598736413973;1997.54229337976;1.03459088522646;1999.3219048786;1.78961418243163;4.63629073596614;0.708786026030421;5.83437936965161;0.925306990055934;5.38215937791314;0.148860606930428;5.65589790524004;0.22921546179497
106;Corylus avellana;Plantae;Tracheophyta;generalist;36;58;NA;NA;NA;NA;NA;NA;NA;NA;5.3507085205588;0.0255330626403718;5.39207095498215;0.0316346356713017;NA;NA;NA;NA
107;Cystopteris fragilis;Plantae;Tracheophyta;generalist;44;57;NA;NA;NA;NA;NA;NA;NA;NA;5.13918539902561;0.229053367775858;5.59411265115744;0.0966043391329313;NA;NA;NA;NA
108;Dactylis glomerata;Plantae;Tracheophyta;generalist;28;70;1973.74146306454;1.86914000623358;1977.00005022894;2.12463513705483;1977.9999268406;6.68796590538109;2001.69475525098;3.31458688194777;4.92733404639776;0.0624885708181477;4.9800403680489;0.0847937755916021;3.18224571358145;0.140055392439888;3.44932190296459;0.0955421038241782
109;Dactylorhiza incarnata;Plantae;Tracheophyta;generalist;61;82;1963.99957658698;4.25793126150726;1980.53394163895;3.99681160828081;1972.69720948498;5.20082467059508;1997.02755391732;7.11120388359515;4.24833105159735;0.257353573719077;4.52160386424616;0.214458580720384;NA;NA;NA;NA
110;Dactylorhiza maculata;Plantae;Tracheophyta;generalist;59;94;1965.64117823306;2.66057700730384;1971.9987759242;2.76342618708657;1986.31318906441;10.0074196827772;2001.76366359475;3.5187264849219;NA;NA;NA;NA;4.1961167070772;0.70051785695212;5.51731059632215;0.253725718655416
111;Daphne mezereum;Plantae;Tracheophyta;generalist;26;66;1997.56945075426;4.50663890301256;2002.83361564747;2.2152755231679;1978.3245519495;1.89362956570401;1980.75593805847;1.83649496862903;3.50462010344497;0.922742560336455;3.69792175812741;1.41360997347262;3.04291062257375;0.019901959324524;5.12082669923945;0.153184852876906
112;Deschampsia cespitosa;Plantae;Tracheophyta;generalist;39;66;NA;NA;NA;NA;1989.29215309582;3.46923056855957;2000.56885402044;2.7895067327072;NA;NA;NA;NA;3.12087896282764;0.162618627575041;3.67649217813635;0.302628704314253
113;Diapensia lapponica;Plantae;Tracheophyta;semicold;25;50;1981.01480509696;15.7073904368184;2000.41498626758;3.86181114462859;1973.53176465146;3.67286482454261;1981.00022649316;4.09862032637099;4.24421654955096;0.0893273410476499;4.33322647424337;0.149531754765863;4.2158846763281;0.0861450246158789;4.29753091387951;0.0713047618033857
114;Dicranum scoparium;Plantae;Bryophyta;generalist;20;91;1949.801174622;4.20077373896452;1980.00084959362;3.20902080952846;1966.76279734434;5.98193694010124;1976.66857989228;3.77939377612121;NA;NA;NA;NA;3.65312424787125;0.453694584510277;4.34038547485285;0.546423447752361
115;Diura nanseni;Animalia;Arthropoda;cold;47;49;NA;NA;NA;NA;1980.74429582824;2.08975094504106;2016.10835886347;3.44312320008339;NA;NA;NA;NA;NA;NA;NA;NA
116;Draba incana;Plantae;Tracheophyta;semicold;28;59;1958.23373345882;8.78715947870659;1973.00129462727;12.1365772726221;1969.00700925862;4.61018227241316;1980.6251499802;5.89903853350576;4.6992206005595;0.489942243966977;4.97253849903102;0.148012696940134;3.06766585604836;0.176406618721112;3.52654352358594;0.215894652878331
117;Dryas octopetala;Plantae;Tracheophyta;semicold;32;68;1968.82264075708;19.1625131195311;2004.00794759328;8.71899023540345;NA;NA;NA;NA;3.02610845264093;0.301734714073145;4.97206664482389;0.613000293263885;3.35791683229489;0.0837033235797152;3.44843971234582;0.137825426689159
118;Dryopteris expansa;Plantae;Tracheophyta;generalist;38;104;1995.52063790376;6.16340457905118;2000.88709065617;1.69189801144863;1983.95998508332;12.8978548483292;1995.00000864729;4.05039142200126;NA;NA;NA;NA;3.14401850862316;0.420028028413924;3.51327810163976;0.333998984505181
119;Dryopteris filix-mas;Plantae;Tracheophyta;generalist;39;65;1974.99999325471;2.45845949042554;1977.16880156739;1.25234724186981;1997.4716377399;1.58373189850489;1999.28981239257;1.07311041054426;NA;NA;NA;NA;NA;NA;NA;NA
120;Eleocharis quinqueflora;Plantae;Tracheophyta;generalist;34;68;NA;NA;NA;NA;1969.86289624768;3.40549153757458;1997.56715582228;1.52000883754237;4.03185028645075;0.901567937422875;5.10787295537714;0.347950877232207;4.61286712739415;0.632874079766272;5.16787664454491;0.248013113261817
121;Elymus caninus;Plantae;Tracheophyta;generalist;35;70;NA;NA;NA;NA;1976.46124597383;2.35509670044929;1980.86526136065;2.38039296564886;NA;NA;NA;NA;NA;NA;NA;NA
122;Elymus macrourus;Plantae;Tracheophyta;cold;31;78;1979.98148982446;11.3002375256005;2003.36932405824;39.6133587113382;1951.00022423453;11.5794434168825;2002.0208571353;191.942500017452;4.11814112347828;0.0907904523894558;4.28453041782813;0.0603791877557564;4.12987727707295;0.0905542816100154;4.29561188418918;0.0629161900269621
123;Elymus repens;Plantae;Tracheophyta;generalist;26;76;1980.02185862634;9.2713601925583;1989.89213653973;6.87467072291083;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
124;Empetrum nigrum;Plantae;Tracheophyta;generalist;38;120;1981.99931433898;4.84622953021187;1994.73066453195;7.10397780678773;1987.99931356633;3.99668950141419;1999.60416109324;2.52771023026154;3.55763498347128;0.35699201935215;3.87485075083267;1.55173306784721;NA;NA;NA;NA
125;Enallagma cyathigerum;Animalia;Arthropoda;generalist;22;70;NA;NA;NA;NA;1951.26641653561;1.78958016183468;2012.999599907;3.79786225707524;5.31702799940481;0.0308965789014907;5.37357068094853;0.0404865023821688;5.33812431587578;0.0503383211072982;5.38027861931717;0.0318692800708842
126;Epilobium anagallidifolium;Plantae;Tracheophyta;cold;26;63;NA;NA;NA;NA;1962.00109299446;19.2117058221457;1977.98439819152;6.23312462214318;3.16974264151772;0.19544386142087;5.40704188016361;2.62251317640355;NA;NA;NA;NA
127;Epilobium collinum;Plantae;Tracheophyta;generalist;24;62;1958.00004651537;4.02563935166535;1977.99983842162;6.14026814840955;1971.99846064867;6.86101304085115;1995.08262568817;4.01691839275956;4.04265234184139;0.173949549307158;4.52161310660649;0.19098895544782;NA;NA;NA;NA
128;Epilobium hornemannii;Plantae;Tracheophyta;semicold;30;62;NA;NA;NA;NA;1977.99999644212;3.4985245245725;1999.81589696357;0.890127598622966;3.26510631551865;0.0777545543775411;3.357842730075;0.0786480355672073;3.04115922496392;0.20622072873688;5.61717694586561;0.0519769115107516
129;Epilobium montanum;Plantae;Tracheophyta;generalist;39;86;1985.40920061171;0.910440546779954;1987.27038572234;1.9993272912316;1959.7111698264;9.836618500272;1977.99990446081;5.96070230559516;NA;NA;NA;NA;4.85373744060162;0.127071358825244;4.98003296379465;0.11854037917064
130;Epilobium palustre;Plantae;Tracheophyta;generalist;30;65;1958.93354439778;4.19183596262696;1996.89384307445;3.46416176421409;1960.47906627362;14.7401512391607;1997.75931723281;4.52501149842077;4.28083927584696;0.127620724770693;4.58111937154513;0.14794015599125;NA;NA;NA;NA
131;Equisetum arvense;Plantae;Tracheophyta;generalist;33;67;1982.25491856901;1.93637000437759;1989.28220229031;2.06849180403111;NA;NA;NA;NA;3.30565273176444;1.64554075479289;4.39829623390647;0.424868256761268;3.89969097734645;0.550009774113166;4.3325956639992;0.254102433249451
132;Equisetum palustre;Plantae;Tracheophyta;semicold;31;66;1970.01442768683;13.1317823830877;1988.9915799529;12.3438602127186;1953.00618872528;9.9767434621585;2002.65048199003;2.14451586575933;4.40380147074461;0.498482850028924;4.56298546766266;0.308447246950767;3.06766650998698;0.236834474503607;5.30387788993797;0.236376655210838
133;Equisetum pratense;Plantae;Tracheophyta;generalist;24;66;1978.95933365034;8.35479429864918;1999.00005711239;2.54557495987676;1986.99791773146;11.0019198805146;2001.60421111043;3.97802768301288;3.44041459223876;0.165198761433028;4.82913857244267;0.439774738216439;4.37045428710346;0.264761120395212;4.98004524135874;0.289409976087277
134;Equisetum variegatum;Plantae;Tracheophyta;cold;36;63;1960.87516172975;1.979254883767;1970.00000049071;2.0729840173057;NA;NA;NA;NA;4.29939232446818;0.406592973967679;4.38357441567193;0.172802682064247;4.25799224486762;0.0913273210133708;4.36722615546356;0.217790419638295
135;Erica tetralix;Plantae;Tracheophyta;generalist;30;55;NA;NA;NA;NA;1977.67637006645;4.82236451881366;1983.00044468108;3.78092856641844;4.61738145732639;1.87467296463878;4.92297258316295;0.190112092316156;NA;NA;NA;NA
136;Erigeron borealis;Plantae;Tracheophyta;semicold;33;80;NA;NA;NA;NA;1980.19370094716;8.36362444292333;1983.75642871426;5.68243405168841;4.90535749624587;0.201471788456763;4.98877754423825;0.116572891496318;3.65624973012833;0.646448885074824;4.97220724427488;1.30507622728343
137;Erigeron politus;Plantae;Tracheophyta;cold;42;116;1937.8898295547;10.0492444887194;1948.99875702464;5.57478402727157;1949.00049116714;7.42647233742179;1962.62667423385;9.75846609447566;2.81475014364498;12.0630905983021;5.05877567636628;0.998024485737412;5.12141982487957;0.502831441166789;5.5266075480888;0.474214465707721
138;Erigeron uniflorus;Plantae;Tracheophyta;cold;28;63;1964.53050351452;2.17039561088943;1968.81277119003;3.08673891043389;NA;NA;NA;NA;3.04979629756989;0.277206503469564;4.22665712622619;1.08058552410028;4.248983475373;0.22976652813039;4.51448593641733;0.244702468526778
139;Eriophorum angustifolium;Plantae;Tracheophyta;generalist;37;70;1979.99896522656;2.9707388290112;1994.58746632394;5.29247833813577;NA;NA;NA;NA;3.00236940134318;0.677868454960464;3.84316811635531;0.900067593941525;4.00565244890247;0.224812314636364;4.35057597972025;0.239219942834746
140;Eriophorum latifolium;Plantae;Tracheophyta;generalist;49;66;1976.00005952568;3.53766977244881;1979.23998064392;2.41050071427699;NA;NA;NA;NA;4.00479643590229;0.703983636206352;5.52002547414457;0.723481540197995;3.06766221181481;0.196125125761504;3.81596281857666;0.475435267118801
141;Eriophorum scheuchzeri;Plantae;Tracheophyta;cold;24;60;1952.11940432322;14.1359359688226;1982.05299536022;7.39574803750508;1973.37827162471;5.30387447399186;1981.00025765444;9.69673999254396;4.34303270807897;0.242265028699439;4.65974260317159;1.09794325980114;3.98896041905278;0.0345156686981732;4.02340880079841;0.0543559778973337
142;Eriophorum vaginatum;Plantae;Tracheophyta;generalist;30;104;NA;NA;NA;NA;NA;NA;NA;NA;3.9913705006667;1.23226839332843;4.44137003313905;0.582462275813849;NA;NA;NA;NA
143;Euphrasia frigida;Plantae;Tracheophyta;semicold;31;55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.34928041719606;0.0267355642174764;4.37759331955459;0.0246355109979685
144;Euphrasia stricta;Plantae;Tracheophyta;generalist;28;98;1934.97703716486;25.442127785811;1999.9994459547;1.18507849173145;1961.38920701864;9.99432908858866;1977.99935903412;8.72297540119548;3.94634418007542;0.419955180958106;4.19597340875782;0.673064354318161;2.867606732199;0.146186178069015;3.59056488451272;0.130622167044413
145;Festuca ovina;Plantae;Tracheophyta;semicold;30;56;1971.01526256098;3.55584169024438;1992.01201028558;11.5687665185981;1969.99990234166;5.99429845843302;1999.40065137197;7.13847722340625;4.80177382707604;0.253901300833033;5.10885987651641;0.285678728557494;3.06765166567245;0.127730764111636;4.43216745893663;0.634306049902807
146;Festuca rubra;Plantae;Tracheophyta;generalist;46;70;NA;NA;NA;NA;1964.52197841233;7.71688865061364;1985.99988068352;3.53850602806811;4.35068403774274;0.252793835436691;4.86725618350828;0.533052726962291;NA;NA;NA;NA
147;Festuca vivipara;Plantae;Tracheophyta;generalist;41;56;NA;NA;NA;NA;1975.71359525064;9.47285296626379;1986.0004745894;3.78409199914027;3.60947522399544;1.03255033914315;4.48608514404521;1.584021293522;NA;NA;NA;NA
148;Galium boreale;Plantae;Tracheophyta;generalist;32;59;NA;NA;NA;NA;1978.00002605949;4.86376052320492;1996.93949300071;3.21471251917673;NA;NA;NA;NA;3.06768621316516;0.090253761394994;3.62815324964933;0.235149335028184
149;Galium odoratum;Plantae;Tracheophyta;generalist;33;66;NA;NA;NA;NA;NA;NA;NA;NA;5.3133314096958;0.222281959757653;5.5841680021297;0.186917915142303;3.95967144102174;0.373202540289927;5.65216641906926;0.0281942189064945
150;Galium palustre;Plantae;Tracheophyta;generalist;37;67;1979.06565384162;3.69223541624761;1992.00195355207;4.18552902282972;1999.67366208287;4.45691270298843;2003.26726589408;1.45376729310912;4.85536624721164;0.242828329341216;5.31949733038955;0.251450905011686;NA;NA;NA;NA
151;Gentianella campestris;Plantae;Tracheophyta;semicold;29;71;NA;NA;NA;NA;NA;NA;NA;NA;4.37644677653805;0.344600354881531;4.86720714260619;0.465246545479937;3.13077983751733;0.436549284753698;3.47441166125973;0.363689845206093
152;Geranium sylvaticum;Plantae;Tracheophyta;generalist;35;60;NA;NA;NA;NA;1987.99784844554;1.75941620877894;1993.27080133401;2.45994090518866;4.11333481919081;0.00970571771454035;4.11813773948056;0.00480818486334261;4.01346870093871;0.146639375863125;4.34760351275773;0.145884384002524
153;Geum rivale;Plantae;Tracheophyta;generalist;32;54;1983.73449947432;4.6632619950714;1991.00005364707;6.02313615365384;1984.89262891913;2.47918341878921;1993.00030976564;4.61532438251464;3.34299345034697;0.392852129765432;3.56513740626772;0.11650498372086;4.15673472897697;0.148277125869609;4.37597750858663;0.0963591894862766
154;Geum urbanum;Plantae;Tracheophyta;generalist;28;55;1967.00006873839;18.2190753728212;1997.10446849776;3.93190488381225;1955.49567621964;9.03528168818244;1987.59859921371;10.7318879359798;NA;NA;NA;NA;3.91193072902051;0.425373017012375;5.61502455562778;0.105648748251477
155;Gymnadenia conopsea;Plantae;Tracheophyta;semicold;31;68;NA;NA;NA;NA;1972.49147418943;4.62273794864055;2005.14733506301;17.0948537382437;4.78590197476075;0.105761867944546;4.97232583076511;0.130312124900386;NA;NA;NA;NA
156;Gyraulus acronicus;Animalia;Mollusca;semicold;33;92;1957.54462786166;7.96693074822278;1971.00009123669;2.13289466582609;1953.74060558022;33.7082772609825;2005.35561755139;8.61508275865169;NA;NA;NA;NA;NA;NA;NA;NA
157;Helobdella stagnalis;Animalia;Annelida;generalist;23;52;1970.00238946437;0.797908842566073;2002.99999377514;5.86191927090523;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
158;Hepatica nobilis;Plantae;Tracheophyta;generalist;23;74;NA;NA;NA;NA;1962.31898197509;5.11287463988264;1980.99979298388;2.98741879633145;4.00576548630731;0.359629412678673;4.48312251152926;0.136861473962091;3.58246553857838;0.103930092478533;4.5216108043348;0.145758875773319
159;Huperzia selago;Plantae;Tracheophyta;generalist;31;49;2003.99837585924;0.966280751462177;2006.1387914894;2.195220073825;1986.86282798194;2.46163753801595;1994.10361368343;2.11093118473551;4.93186473717355;0.0275113498113936;5.00026354467253;0.0381420977553646;5.05922079392942;2.80461773806134;5.71358062505543;0.110462905281982
160;Hydroporus palustris;Animalia;Arthropoda;generalist;23;49;1974.02531819357;2.13493740826211;2016.84894427882;3.45226962676817;1984.23564935441;14.2512813855355;2002.97271421406;2.05116512933874;NA;NA;NA;NA;4.65370526109753;0.758741707488238;5.22539995039387;0.724242314275933
161;Hypericum hirsutum;Plantae;Tracheophyta;generalist;26;70;1975.02458754098;6.75841043409611;1978.98513866268;4.0563050372889;1980.52722983565;1.62081983327896;1984.17483268099;4.70669512719139;3.99988055063717;0.451040243176366;4.33871758416541;0.373555746678781;NA;NA;NA;NA
162;Hypnum callichroum;Plantae;Bryophyta;generalist;22;111;NA;NA;NA;NA;1914.60727787167;6.59252737245623;2000.87497391822;144.879686498208;3.46617430764335;0.128429905663525;3.53520419437031;0.143520620714705;4.17810959471289;0.107146187095876;4.42124749272518;0.119384386137401
163;Hypnum hamulosum;Plantae;Bryophyta;semicold;27;117;1971.02293933394;6.20566461860367;1981.73967323729;5.51380190287851;NA;NA;NA;NA;3.90449552823032;0.671425612935152;4.41755252478641;0.631023397636171;3.11078404763474;0.485147583123638;4.29243980797208;1.20644134034828
164;Hypopitys monotropa;Plantae;Tracheophyta;generalist;24;115;NA;NA;NA;NA;2008.00000754995;3.344832033742;2011.41368176664;3.0543558794909;4.36254329029256;0.156781783709191;4.54970731798271;0.207752117184257;NA;NA;NA;NA
165;Ilybius fuliginosus;Animalia;Arthropoda;generalist;21;49;NA;NA;NA;NA;1987.01200065826;18.6793662163211;2002.9204984231;2.82857958823702;NA;NA;NA;NA;4.98043568911547;1.73684540264741;5.37946860884961;0.272200620318055
166;Juncus alpinoarticulatus;Plantae;Tracheophyta;generalist;43;58;1970.99941910732;5.85670676643433;2002.37791738945;1.17725579401044;1962.3786517932;11.5673463206238;1981.00007824972;4.93693475158375;4.1179836113001;0.536829161347908;4.61171715614353;0.441945616776721;4.18946667705522;1.04184462054145;4.26463512333499;0.36129676632365
167;Juncus articulatus;Plantae;Tracheophyta;generalist;37;58;1984.48873946177;2.17752578360309;1987.55970935226;2.46535454717523;1987.34762429007;3.66598368459958;1989.93994438454;4.71992187644239;4.15951131897256;0.39910486456101;4.66451057130681;0.341844576215199;NA;NA;NA;NA
168;Juncus bulbosus;Plantae;Tracheophyta;generalist;35;59;1986.00029128066;2.47331761976234;1992.41094353824;2.95623482509038;1958.80314287624;6.6730161035844;2004.25255832128;3.23584127961097;4.75448208991118;0.173581142659827;4.90536128986446;0.157911608570124;NA;NA;NA;NA
169;Juncus castaneus;Plantae;Tracheophyta;cold;32;60;NA;NA;NA;NA;NA;NA;NA;NA;3.3681832973157;0.18070472868775;3.55398381701424;0.253346028211904;NA;NA;NA;NA
170;Juncus effusus;Plantae;Tracheophyta;generalist;32;53;1969.07883939164;9.31648651262947;1988.00336261854;16.4831297922919;NA;NA;NA;NA;4.06790955049638;0.347603914234664;4.6128489697178;0.326928335091585;NA;NA;NA;NA
171;Juncus triglumis;Plantae;Tracheophyta;semicold;32;63;1971.00365107922;15.7158583169526;1998.00020032408;4.33710151192472;NA;NA;NA;NA;3.06765175619348;0.227444687531342;4.97183837269446;0.310994559742012;NA;NA;NA;NA
172;Kalmia procumbens;Plantae;Tracheophyta;semicold;31;49;NA;NA;NA;NA;1978.00009352624;4.59453972742773;1996.26405271026;6.70279175157574;3.84318375232027;0.522525855581631;4.35982959267676;0.222523910517751;3.05624728549769;0.194153187473153;3.68902309812845;0.41571711505915
173;Knautia arvensis;Plantae;Tracheophyta;generalist;22;56;NA;NA;NA;NA;1978.00007229202;2.86904904532532;1994.26923174084;2.63997209472307;4.20848595227072;0.414312105102474;4.65941282239364;0.260499613076351;3.02814978380908;0.020846714791108;3.46892786137955;0.161970538024555
174;Lathyrus pratensis;Plantae;Tracheophyta;generalist;25;59;1982.8140029882;4.96593266214256;1991.00562036815;5.98236483467639;1986.79601202282;2.80185134673085;1992.95998622406;5.40404962816559;NA;NA;NA;NA;NA;NA;NA;NA
175;Lathyrus vernus;Plantae;Tracheophyta;generalist;30;73;1973.37801157866;3.87036216266635;1975.24191686485;2.74031245014268;1980.99999523253;32.1950701255147;1995.21482730256;8.53703833503613;NA;NA;NA;NA;3.60894292705771;0.36284605445072;5.30165118324923;1.12268938433978
176;Lepidostoma hirtum;Animalia;Arthropoda;generalist;27;58;NA;NA;NA;NA;1987.76842918177;7.97928328331165;2004.00008435072;4.68995962846981;NA;NA;NA;NA;3.27732572647664;0.668016886293467;3.37665829840768;0.0547226326936918
177;Leptophlebia vespertina;Animalia;Arthropoda;generalist;25;53;NA;NA;NA;NA;1975.90378934465;72.7884064507031;2013.00953372264;3.48636047196935;NA;NA;NA;NA;NA;NA;NA;NA
178;Linum catharticum;Plantae;Tracheophyta;generalist;32;80;1968.23797589013;37.5174906132776;2010.16195301709;2.70949190566466;1976.61884999044;1.68054383255291;1979.17819323621;1.45352087815634;NA;NA;NA;NA;NA;NA;NA;NA
179;Lolium pratense;Plantae;Tracheophyta;generalist;71;117;1925.36313063901;42.1785578821617;1980.00145839425;8.88349766774277;NA;NA;NA;NA;3.60754585530123;0.550685036836266;4.63464834214565;0.654368807694476;NA;NA;NA;NA
180;Lotus corniculatus;Plantae;Tracheophyta;generalist;40;55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.24422074212637;0.13193944585451;3.37796727395968;0.0370490797835127
181;Luzula arcuata;Plantae;Tracheophyta;cold;20;59;1969.00073429237;7.8532537872699;1996.34800726094;8.49191399767026;1971.27427026039;5.32485142225691;1998.35476377244;2.50662602436586;NA;NA;NA;NA;NA;NA;NA;NA
182;Luzula multiflora;Plantae;Tracheophyta;generalist;59;67;NA;NA;NA;NA;1989.76617949399;1.57139751780913;1992.9812372313;2.25227344394004;3.04690037363397;0.12431089708687;3.8414036969126;0.966522085849736;4.3931641830512;0.122066752648732;4.61278077246139;0.145091212137504
183;Luzula pilosa;Plantae;Tracheophyta;generalist;32;55;1981.26754280177;2.94988428489782;2001.18786470465;4.50137560117624;NA;NA;NA;NA;3.39537737660745;0.0656877969827648;3.45790382685199;0.113950230861072;3.00117255550863;0.651222261953841;4.37607074649021;0.359510580914466
184;Luzula spicata;Plantae;Tracheophyta;cold;36;70;1976.93247366592;2.16514355586523;1990.64106944599;4.09948032806747;1985.31191503583;12.5714920247687;1992.47453371888;4.98630608816041;4.21529582075264;0.155274846018792;4.35061634653644;0.248076201857088;4.22371996829777;0.156479397071579;4.32468403212736;0.135115813047895
185;Luzula sudetica;Plantae;Tracheophyta;semicold;43;66;NA;NA;NA;NA;NA;NA;NA;NA;3.06754597188201;0.30227140945883;4.00273670207542;1.0751323268843;NA;NA;NA;NA
186;Luzula sylvatica;Plantae;Tracheophyta;generalist;21;55;NA;NA;NA;NA;NA;NA;NA;NA;3.74466737868388;0.817474233700732;4.16653331413076;0.507519203117298;NA;NA;NA;NA
187;Lycopodium lagopus;Plantae;Tracheophyta;cold;25;99;NA;NA;NA;NA;1920.64435272162;2.36866840067125;1996.7475368644;6.09771546465497;4.56030165759758;0.883845257404465;6.19148606667816;0.758560659185085;NA;NA;NA;NA
188;Matricaria discoidea;Plantae;Tracheophyta;generalist;68;112;NA;NA;NA;NA;1965.63541894119;24.5296360058788;1997.05173660699;39.6814773487968;5.17160596410467;0.329602001448454;5.83466775162949;0.949082826670236;5.60436285319769;0.0599312931513331;5.83466194282887;0.119594201748304
189;Matteuccia struthiopteris;Plantae;Tracheophyta;generalist;21;49;NA;NA;NA;NA;1974.55617536961;3.85534316962097;1981.00008439259;3.45363079208571;NA;NA;NA;NA;NA;NA;NA;NA
190;Melampyrum pratense;Plantae;Tracheophyta;generalist;30;55;1980.33014641893;3.17454896181722;1990.66842815869;6.84340527435401;NA;NA;NA;NA;4.37587193553416;0.603716362360671;5.05151455605723;0.87694502205204;4.73897814312201;1.36677115763195;4.94370284185172;0.514871632204269
191;Melica nutans;Plantae;Tracheophyta;generalist;32;55;1966.00010191031;8.6739790069369;1979.00262605081;4.72696985138302;1974.97202746706;2.55404538768337;1977.89778556346;3.41351227264719;NA;NA;NA;NA;NA;NA;NA;NA
192;Micranthes stellaris;Plantae;Tracheophyta;semicold;35;67;NA;NA;NA;NA;NA;NA;NA;NA;4.32857550533817;0.141799505388785;4.39475359328412;0.125599583425753;2.9908406344569;0.40971848488011;4.95387386270837;0.907381570959773
193;Milium effusum;Plantae;Tracheophyta;generalist;25;54;NA;NA;NA;NA;NA;NA;NA;NA;3.99322890124016;0.64968013147442;4.51479767139413;0.459574753121672;NA;NA;NA;NA
194;Moehringia trinervia;Plantae;Tracheophyta;generalist;23;54;1972.94388413312;2.05536150411562;1983.00002688963;8.46182993972422;1975.69392291377;2.18719226464849;1983.00004510705;6.80040338184319;3.13159861315581;0.259725839414214;4.94829185806605;0.603818199958643;4.17444251329932;0.0703399837202965;4.37601008836474;0.0455414795473693
195;Molinia caerulea;Plantae;Tracheophyta;generalist;33;104;NA;NA;NA;NA;NA;NA;NA;NA;4.90538193607081;0.160675020858599;4.99222320937259;0.111990050715169;NA;NA;NA;NA
196;Myosotis arvensis;Plantae;Tracheophyta;generalist;36;70;NA;NA;NA;NA;NA;NA;NA;NA;4.34989719450491;0.518362600278447;4.94529171935572;0.481209039114173;3.19690929776401;0.127404404152768;5.51508918434759;0.227966942519438
197;Myrica gale;Plantae;Tracheophyta;generalist;20;50;NA;NA;NA;NA;1977.87287966102;0.75805626172531;1979.04883811149;0.67645661355425;4.65425880631188;0.72638983753779;5.0160630450129;0.556575577245964;4.3943231612723;1.18653659582922;5.2828718728407;0.589878866096234
198;Myriophyllum alterniflorum;Plantae;Tracheophyta;generalist;21;58;NA;NA;NA;NA;1998.29617277135;7.09125339246087;2004.55715242679;6.39458779099458;4.16690314998636;0.911640540129711;5.43900297919621;0.812298230850093;NA;NA;NA;NA
199;Nardus stricta;Plantae;Tracheophyta;generalist;34;105;NA;NA;NA;NA;1974.64295325188;12.4082845593172;1984.97112278465;5.1259131707902;NA;NA;NA;NA;NA;NA;NA;NA
200;Narthecium ossifragum;Plantae;Tracheophyta;generalist;45;71;1984.64790704139;4.94132761008868;1991.12786786939;5.0683949286851;2002.13509354036;3.47321322880116;2006.58798846234;4.36563190905845;NA;NA;NA;NA;NA;NA;NA;NA
201;Nemoura cinerea;Animalia;Arthropoda;semicold;32;69;NA;NA;NA;NA;NA;NA;NA;NA;3.64262113466777;0.372680899602025;4.21621282586143;0.36481033151708;3.14521955577921;0.112552787384079;3.42018080684751;0.137659480199179
202;Neottia cordata;Plantae;Tracheophyta;semicold;27;86;1952.73210888851;48.1396278755996;1999.00003236267;8.74476605668447;NA;NA;NA;NA;4.23878597864699;0.139602639157649;4.55833415381203;0.132293867275263;4.06029044856199;0.459353512602515;4.53692335526073;0.363679822855702
203;Neottia ovata;Plantae;Tracheophyta;generalist;35;68;1975.99721124362;2.05610683630053;1981.34879801863;1.82802005397214;NA;NA;NA;NA;2.99964431545127;0.283224016342207;5.5620978737271;2.39322590286996;3.40969688208233;0.392076409753615;4.97948781509079;2.06449513292309
204;Nigrobaetis niger;Animalia;Arthropoda;semicold;34;57;NA;NA;NA;NA;1988.18273955836;4.60905210419061;2001.64695542649;5.80986602369136;4.92474603857068;0.190043897541691;5.24058891827195;1.37595868975062;3.97896322146105;0.542420996197807;4.52028472302962;1.13012470466255
205;Omalotheca norvegica;Plantae;Tracheophyta;semicold;36;60;NA;NA;NA;NA;1975.89387514863;1.4177800658768;1977.61057153845;1.85478397182806;4.93378705494775;0.0878985590999303;5.15234552745987;0.168035863447262;NA;NA;NA;NA
206;Omalotheca supina;Plantae;Tracheophyta;semicold;26;60;1966.54823656173;1.14086257371712;1968.24172259405;0.802618066354538;1981.00253129222;5.42578290665719;1998.26839537908;4.01371583068657;4.1885290706622;0.117828655589207;4.4521032724417;0.0877877000714153;3.07871962488465;0.0315029756399073;3.59739819331493;0.34174304078637
207;Omalotheca sylvatica;Plantae;Tracheophyta;generalist;24;57;NA;NA;NA;NA;1966.00023764352;6.82490035788052;1992.05803626152;15.558218468974;4.12069951754591;0.299023633057754;4.90532792091927;0.183684849416184;3.15015084895453;0.0767913249620318;5.20756117853626;0.233039376290798
